crystal_system,formation,slices
2,-6.0,Zr Zr Cu Cu Si Si As As 0 7 o o o 0 7 o + o 0 7 + o o 0 7 + + o 0 5 o o o 0 5 o + o 0 3 o o o 0 3 + o o 0 2 o o o 0 2 + o o 0 4 o o o 0 4 o + o 1 5 - + - 1 5 o + - 1 6 o o o 1 6 o + o 1 6 + o o 1 6 + + o 1 3 - + o 1 3 o + o 1 2 o o o 1 2 o + o 1 4 o o - 1 4 o + - 2 3 - o o 2 3 - + o 2 3 o o o 2 3 o + o 2 6 o o o 2 6 + o o 2 7 o o o 2 7 o + o 3 6 + - o 3 6 + o o 3 7 o o o 3 7 + o o 4 5 - o o 4 5 - + o 4 5 o o o 4 5 o + o i u y 1s 1s 1s x i y 2s 2s 1s r x y 1s 1s 1s u r y 2s 2s 1s i x z 2s 2s 1s x r z 1s 1s 1s r u z 2s 2s 1s u i z 1s 1s 1s r x z 2s 2s 1s u r z 1s 1s 1s i u z 2s 2s 1s x i z 1s 1s 1s r u y 1s 1s 1s u i y 2s 2s 1s i x y 1s 1s 1s x r y 2s 2s 1s
2,-6.0,Ce Sb Sb Pt Pt 0 4 o o o 0 4 + + + 0 4 o + + 0 4 + o + 0 4 + + + 0 3 o o o 0 3 o + + 0 3 o + o 0 3 + + + 0 2 o o o 0 2 + o + 0 2 + o o 0 2 + + + 0 1 o o o 0 1 + + + 0 1 o + + 0 1 + o + 1 2 o - - 1 2 o o o 1 3 o o o 1 3 - o - 1 4 o o o 2 4 o o + 2 4 o + + 3 4 o o o 3 4 + o + i u y 1s 1s 1s x i y 1s 1s 1s r x y 1s 1s 1s u r y 1s 1s 1s r u y 1s 1s 1s u i y 1s 1s 1s i x y 1s 1s 1s x r y 1s 1s 1s i u y 2s 2s 2s x i y 2s 2s 2s r x y 2s 2s 2s u r y 2s 2s 2s r u y 2s 2s 2s u i y 2s 2s 2s i x y 2s 2s 2s x r y 2s 2s 2s
2,-6.0,Ti Ti Ti Ti Ge Ge Ge Ge Ge Ge Ge Ge 0 6 - - o 0 6 - o o 0 6 o - o 0 6 o o o 0 11 - - o 0 11 - o o 0 11 o - o 0 11 o o o 0 7 - o o 0 7 o o o 0 8 o - o 0 8 o o o 1 7 - o o 1 7 - + o 1 7 o o o 1 7 o + o 1 10 - o o 1 10 - + o 1 10 o o o 1 10 o + o 1 11 - o o 1 11 o o o 1 5 o o o 1 4 o o + 2 4 o o o 2 4 o + o 2 4 + o o 2 4 + + o 2 9 o o o 2 9 o + o 2 9 + o o 2 9 + + o 2 5 o o o 2 5 + o o 2 10 o o o 2 10 o + o 3 5 o - o 3 5 o o o 3 5 + - o 3 5 + o o 3 8 o - o 3 8 o o o 3 8 + - o 3 8 + o o 3 4 o o o 3 4 + o o 3 6 o - o 3 6 o o o 4 10 - o o 4 10 o o o 4 8 o o o 5 8 o - o 5 8 o o o 5 9 o o o 6 9 o o o 6 9 + o o 6 10 o o + 7 11 o - + 7 11 o o + 7 10 o o o i u y 1s 1s 1s x i y 1s 2s 7s r x y 2s 2s 2s u r y 2s 1s 6s r u y 1s 1s 1s u i y 1s 2s 7s i x y 2s 2s 2s x r y 2s 1s 6s i u y 2s 2s 2s x i y 2s 1s 6s r x y 1s 1s 1s u r y 1s 2s 7s r u y 2s 2s 2s u i y 2s 1s 6s i x y 1s 1s 1s x r y 1s 2s 7s
2,-6.0,La Co Ge Ge Pd 0 4 o o o 0 4 + o + 0 4 + o o 0 4 + + + 0 3 o o o 0 3 o + + 0 3 o + o 0 3 + + + 0 2 o o o 0 2 + + + 0 2 o + + 0 2 + o + 0 1 o + + 0 1 + o + 0 1 o o o 0 1 + + + 1 2 o o o 1 3 o o - 1 3 o + o 1 4 + o o 1 4 o o - 2 4 o - - 2 4 o o o 2 3 o o o 2 3 - o - 3 4 o o o 3 4 + - o 3 4 + o + 3 4 o - - i u y 1s 1s 1s u r z 1s 1s 1s r x y 1s 1s 1s x i z 1s 1s 1s r u y 1s 1s 1s x r z 1s 1s 1s i x y 1s 1s 1s u i z 1s 1s 1s i u y 2s 2s 2s u r z 2s 2s 2s r x y 2s 2s 2s x i z 2s 2s 2s r u y 2s 2s 2s x r z 2s 2s 2s i x y 2s 2s 2s u i z 2s 2s 2s
2,-6.0,Cu Cu Cu Cu Cu Cu V V O O O O O O O O O O 0 10 - o o 0 11 - o o 0 9 - o o 0 15 - o o 0 14 o o o 0 12 o o o 1 13 o - o 1 8 o o o 1 15 o - o 1 12 o o o 1 10 o o o 1 11 o o + 2 11 o o o 2 16 o o + 2 17 o o o 2 12 o o + 2 14 o o o 2 9 o o + 3 17 o - o 3 16 o o o 3 8 o - o 3 9 o o o 3 10 o - o 3 14 o o o 4 12 o o o 4 17 o o + 4 8 o o o 4 9 o o o 4 11 o o o 4 10 o o + 5 16 o o o 5 13 o o + 5 15 o o o 5 12 o o + 5 17 o o o 5 10 o o + 6 13 - o o 6 15 o o o 6 9 o o o 6 11 o o + 7 8 o - + 7 12 o o o 7 9 o o + 7 10 o o + i u y 1s 1s 1s x i y 1s 1s 1s r x y 1s 1s 1s u r y 1s 1s 1s r u y 1s 1s 1s u i y 1s 1s 1s i x y 1s 1s 1s x r y 1s 1s 1s
2,-6.0,Sr Sr Al Al Al O O O O O 0 7 o o o 0 7 o + o 0 6 o o o 0 6 + o o 0 5 o o o 0 5 + o o 0 9 o o o 0 9 o + o 0 8 o o o 0 8 o o + 0 4 o o o 0 4 o + - 1 8 o o o 1 8 + o o 1 7 o o + 1 7 + o + 1 5 + - + 1 5 + o + 1 4 o o o 1 4 + o o 1 6 + - + 1 6 + o + 1 9 o o + 1 9 + - + 2 8 o o o 2 9 o o o 2 7 o o o 2 5 + o o 2 6 + o o 2 4 o o o 3 7 o - + 3 4 o o o 3 9 o o + 3 8 o o + 3 6 + - + 3 5 + - o i u y 1s 1s 1s x i y 1s 1s 1s r x y 1s 1s 1s u r y 1s 1s 1s r u y 1s 1s 1s u i y 1s 1s 1s i x y 1s 1s 1s x r y 1s 1s 1s i u y 2s 2s 2s x i y 2s 2s 2s r x y 2s 2s 2s u r y 2s 2s 2s r u y 2s 2s 2s u i y 2s 2s 2s i x y 2s 2s 2s x r y 2s 2s 2s
2,-6.0,Sr Sr Be Ni O O O O O O 0 6 o o o 0 6 o o + 0 5 o o o 0 5 o + o 0 9 o + - 0 9 o o o 0 8 o o o 0 8 + o o 0 7 o o o 0 7 + o - 0 4 o o o 0 4 + - o 1 8 o o - 1 8 o o o 1 7 o o - 1 7 o + - 1 6 - + - 1 6 o o - 1 5 - + - 1 5 o + - 1 9 - + o 1 9 o o o 1 4 o o o 1 4 o + - 2 8 o - o 2 6 o o - 2 5 o o - 2 7 o o o 2 9 o o o 2 4 o o o 3 9 - o + 3 7 - + o 3 4 o o o 3 6 o o o 3 8 o o o 3 5 - + o i u y 1s 1s 1s x i y 1s 1s 1s r x y 1s 1s 1s u r y 1s 1s 1s r u y 1s 1s 1s u i y 1s 1s 1s i x y 1s 1s 1s x r y 1s 1s 1s i u y 2s 2s 2s x i y 2s 2s 2s r x y 2s 2s 2s u r y 2s 2s 2s r u y 2s 2s 2s u i y 2s 2s 2s i x y 2s 2s 2s x r y 2s 2s 2s
2,-6.0,Mn Cu Pd Pd 0 1 o o o 0 1 o + o 0 1 + o o 0 1 + + o 0 2 o o o 0 2 o + o 0 2 + o o 0 2 + + o 0 0 + o o 0 0 o + o 1 3 - - - 1 3 - o - 1 3 o - - 1 3 o o - 1 1 + o o 1 1 o + o 1 2 o o - 1 2 o o o 2 2 + o o 2 2 o + o 2 3 o o o 3 3 + o o 3 3 o + o 3 3 + o o i u y 1s 1s 1s x i y 1s 1s 1s r x y 1s 1s 1s u r y 1s 1s 1s r u y 1s 1s 1s u i y 1s 1s 1s i x y 1s 1s 1s x r y 1s 1s 1s
2,-6.0,Mg Mg Fe Fe Fe Fe Cu Si 0 7 - - o 0 7 - o o 0 7 o - o 0 7 o o o 0 5 - o - 0 5 o o - 0 4 - o o 0 4 o o o 0 3 o - - 0 3 o o - 0 2 o - o 0 2 o o o 1 6 o o o 1 6 o + o 1 6 + o o 1 6 + + o 1 2 o o o 1 2 + o o 1 3 o o o 1 3 + o o 1 4 o o o 1 4 o + o 1 5 o o o 1 5 o + o 2 4 - o o 2 4 - + o 2 4 o o o 2 4 o + o 2 7 - o o 2 7 o o o 2 6 o o o 2 6 o + o 3 5 - o o 3 5 - + o 3 5 o o o 3 5 o + o 3 7 - o + 3 7 o o + 3 6 o o o 3 6 o + o 4 6 o o o 4 6 + o o 4 7 o - o 4 7 o o o 5 6 o o o 5 6 + o o 5 7 o - + 5 7 o o + i u y 1s 1s 1s r x z 1s 1s 1s x i y 1s 1s 1s u r z 1s 1s 1s r x y 1s 1s 1s i u z 1s 1s 1s u r y 1s 1s 1s x i z 1s 1s 1s i x z 1s 1s 1s r u y 1s 1s 1s x r z 1s 1s 1s u i y 1s 1s 1s r u z 1s 1s 1s i x y 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s i u y 2s 2s 2s r x z 2s 2s 2s x i y 2s 2s 2s u r z 2s 2s 2s r x y 2s 2s 2s i u z 2s 2s 2s u r y 2s 2s 2s x i z 2s 2s 2s i x z 2s 2s 2s r u y 2s 2s 2s x r z 2s 2s 2s u i y 2s 2s 2s r u z 2s 2s 2s i x y 2s 2s 2s u i z 2s 2s 2s x r y 2s 2s 2s
2,-6.0,La Pd Pd Ge Ge 0 4 o o o 0 4 + + + 0 4 o + + 0 4 + o + 0 4 + + + 0 3 o o + 0 3 o + + 0 3 + o + 0 3 o o o 0 3 + + + 0 2 o o o 0 2 o + + 0 2 o + o 0 2 + + + 0 1 o o o 0 1 + o + 0 1 + o o 0 1 + + + 1 4 o o + 1 4 - o o 1 3 o o o 1 3 o + + 2 4 o - o 2 4 o o + 2 3 o o o 2 3 - o - 3 4 o o o i u y 1s 1s 1s r x z 1s 1s 1s x i y 1s 1s 1s u r z 1s 1s 1s r x y 1s 1s 1s i u z 1s 1s 1s u r y 1s 1s 1s x i z 1s 1s 1s i x z 1s 1s 1s r u y 1s 1s 1s x r z 1s 1s 1s u i y 1s 1s 1s r u z 1s 1s 1s i x y 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s i u y 2s 2s 2s r x z 2s 2s 2s x i y 2s 2s 2s u r z 2s 2s 2s r x y 2s 2s 2s i u z 2s 2s 2s u r y 2s 2s 2s x i z 2s 2s 2s i x z 2s 2s 2s r u y 2s 2s 2s x r z 2s 2s 2s u i y 2s 2s 2s r u z 2s 2s 2s i x y 2s 2s 2s u i z 2s 2s 2s x r y 2s 2s 2s
2,-6.0,Ga Ga Fe Fe 0 2 - - o 0 2 - o o 0 2 o - o 0 2 o o o 0 3 - - o 0 3 - o o 0 3 o - o 0 3 o o o 0 0 + o o 0 0 o + o 0 1 o o o 0 1 o o + 1 3 - - - 1 3 - o - 1 3 o - - 1 3 o o - 1 2 - - o 1 2 - o o 1 2 o - o 1 2 o o o 1 1 + o o 1 1 o + o 2 2 + o o 2 2 o + o 2 3 o o - 2 3 o o o 3 3 + o o 3 3 o + o i u y 1s 1s 1s x i y 1s 1s 1s r x y 1s 1s 1s u r y 1s 1s 1s r u y 1s 1s 1s u i y 1s 1s 1s i x y 1s 1s 1s x r y 1s 1s 1s
2,-6.0,Er Er Er Er In In Rh Rh Rh Rh 0 9 o o o 0 9 o o + 0 8 o o o 0 8 o o + 0 4 o o o 0 4 o o + 0 5 o o o 0 5 o o + 0 7 o o o 0 7 o o + 1 6 o o o 1 6 o o + 1 5 - + o 1 5 - + + 1 4 o o o 1 4 o o + 1 9 o + o 1 9 o + + 1 8 o + o 1 8 o + + 2 5 - o o 2 5 - o + 2 7 - o o 2 7 - o + 2 6 o o o 2 6 o o + 2 9 o o o 2 9 o o + 2 4 o o o 2 4 o o + 3 4 o o o 3 4 o o + 3 8 o + o 3 8 o + + 3 7 o o o 3 7 o o + 3 6 + o o 3 6 + o + 3 5 o + o 3 5 o + + 4 9 o o o 4 6 o o o 4 7 o o o 4 8 o + o 5 8 o o o 5 7 o o o 5 6 + - o 5 9 + o o 6 7 - o o 8 9 o o o i u y 1s 1s 1s r x z 1s 1s 1s x i y 1s 1s 1s u r z 1s 1s 1s r x y 1s 1s 1s i u z 1s 1s 1s u r y 1s 1s 1s x i z 1s 1s 1s i x z 2s 2s 1s r u y 2s 2s 1s x r z 2s 2s 1s u i y 2s 2s 1s r u z 2s 2s 1s i x y 2s 2s 1s u i z 2s 2s 1s x r y 2s 2s 1s
2,-6.0,Y Y Y Y In In 1 Ir Ir Ir 0 9 o o o 0 9 o o + 0 8 o o o 0 8 o o + 0 5 o o o 0 5 o o + 0 4 o o o 0 4 o o + 0 7 o o o 0 7 o o + 1 6 o o o 1 6 o o + 1 4 o o o 1 4 o o + 1 5 + - o 1 5 + - + 1 9 + o o 1 9 + o + 1 8 + o o 1 8 + o + 2 4 o o o 2 4 o o + 2 7 o o o 2 7 o o + 2 6 o + o 2 6 o + + 2 9 + o o 2 9 + o + 2 5 + o o 2 5 + o + 3 5 o - o 3 5 o - + 3 8 o o o 3 8 o o + 3 7 o - o 3 7 o - + 3 6 o o o 3 6 o o + 3 4 o o o 3 4 o o + 4 8 o o o 4 7 o o o 4 6 o o o 4 9 + o o 5 9 o o o 5 6 - + o 5 7 o o o 5 8 o + o 6 7 o - o 8 9 o o o i u y 1s 1s 1s r x z 1s 1s 1s x i y 1s 1s 1s u r z 1s 1s 1s r x y 1s 1s 1s i u z 1s 1s 1s u r y 1s 1s 1s x i z 1s 1s 1s i x z 2s 2s 1s r u y 2s 2s 1s x r z 2s 2s 1s u i y 2s 2s 1s r u z 2s 2s 1s i x y 2s 2s 1s u i z 2s 2s 1s x r y 2s 2s 1s
2,-6.0,Zr Cu Cu Si Si 0 3 o o o 0 3 + + + 0 3 o + + 0 3 + o + 0 2 o o o 0 2 o + + 0 2 o + o 0 2 + + + 0 1 o o o 0 1 + o + 0 1 + o o 0 1 + + + 0 4 o + + 0 4 + o + 0 4 o o o 0 4 + + + 1 4 o o + 1 4 - o o 1 2 - + o 1 2 o o o 1 2 - o - 1 2 o + + 1 3 o o o 1 3 o + + 2 4 o - o 2 4 o o + 2 3 + o + 2 3 o o o 3 4 o o o i u y 1s 1s 1s r x z 1s 1s 1s x i y 1s 1s 1s u r z 1s 1s 1s r x y 1s 1s 1s i u z 1s 1s 1s u r y 1s 1s 1s x i z 1s 1s 1s i x z 1s 1s 1s r u y 1s 1s 1s x r z 1s 1s 1s u i y 1s 1s 1s r u z 1s 1s 1s i x y 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s i u y 2s 2s 2s r x z 2s 2s 2s x i y 2s 2s 2s u r z 2s 2s 2s r x y 2s 2s 2s i u z 2s 2s 2s u r y 2s 2s 2s x i z 2s 2s 2s i x z 2s 2s 2s r u y 2s 2s 2s x r z 2s 2s 2s u i y 2s 2s 2s r u z 2s 2s 2s i x y 2s 2s 2s u i z 2s 2s 2s x r y 2s 2s 2s
2,-6.0,Tm Si Si Pd Pd 0 4 o o o 0 4 + o + 0 4 + o o 0 4 + + + 0 3 o o o 0 3 o + + 0 3 o + o 0 3 + + + 0 2 o o o 0 2 + + + 0 2 o + + 0 2 + o + 0 1 o + + 0 1 + o + 0 1 o o o 0 1 + + + 1 2 o o o 1 3 o o - 1 3 o + o 1 4 + o o 1 4 o o - 2 4 o - - 2 4 o o o 2 3 o o o 2 3 - o - 3 4 o - - 3 4 + o + 3 4 o o o 3 4 + - o i u y 1s 1s 1s r x z 1s 1s 1s x i y 1s 1s 1s u r z 1s 1s 1s r x y 1s 1s 1s i u z 1s 1s 1s u r y 1s 1s 1s x i z 1s 1s 1s i x z 1s 1s 1s r u y 1s 1s 1s x r z 1s 1s 1s u i y 1s 1s 1s r u z 1s 1s 1s i x y 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s i u y 2s 2s 2s r x z 2s 2s 2s x i y 2s 2s 2s u r z 2s 2s 2s r x y 2s 2s 2s i u z 2s 2s 2s u r y 2s 2s 2s x i z 2s 2s 2s i x z 2s 2s 2s r u y 2s 2s 2s x r z 2s 2s 2s u i y 2s 2s 2s r u z 2s 2s 2s i x y 2s 2s 2s u i z 2s 2s 2s x r y 2s 2s 2s
