crystal_system,formation,slices
3,-2.5,Ca Ca Ca Ca Fe Fe Fe Fe O O O O O O O O O O 0 10 - o o 0 10 o o o 0 8 o - o 0 8 o o o 0 14 o o o 1 15 - o o 1 15 o o o 1 9 o - o 1 9 o o o 1 14 o o + 2 12 o o o 2 12 + o o 2 11 o o - 2 11 o + - 2 10 o o - 2 15 o o o 3 16 o o o 3 8 o o o 3 13 o o o 3 13 o + o 3 17 o o o 3 11 o o o 4 13 - o o 4 13 o o o 4 8 o o o 4 16 o o o 5 9 - o o 5 12 o o o 5 17 o o o 5 8 o o + 6 14 o - o 6 11 o o o 6 10 o o o 6 15 o o o 7 13 o o o 7 10 o - o 7 11 o o o 7 14 o o + i u y 1s 1s 1s r x z 1s 1s 1s x i y 1s 1s 1s u r z 1s 1s 1s r x y 1s 1s 1s i u z 1s 1s 1s u r y 1s 1s 1s x i z 1s 1s 1s i x z 1s 1s 1s r u y 1s 1s 1s x r z 1s 1s 1s u i y 1s 1s 1s r u z 1s 1s 1s i x y 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s i u y 2s 2s 2s r x z 2s 2s 2s x i y 2s 2s 2s u r z 2s 2s 2s r x y 2s 2s 2s i u z 2s 2s 2s u r y 2s 2s 2s x i z 2s 2s 2s i x z 2s 2s 2s r u y 2s 2s 2s x r z 2s 2s 2s u i y 2s 2s 2s r u z 2s 2s 2s i x y 2s 2s 2s u i z 2s 2s 2s x r y 2s 2s 2s
3,-2.5,Y Y Y Y Y Y Y Y Te Te Te Te Te Te Te Te 0 11 - o o 0 11 o o o 0 8 o o o 0 8 o + o 0 12 o o o 0 15 o o o 1 10 - o o 1 10 o o o 1 9 o o o 1 9 o + o 1 15 o o o 1 12 o o + 2 8 o o o 2 8 + o o 2 11 o - o 2 11 o o o 2 13 o o o 2 14 o o o 3 9 o o o 3 9 + o o 3 10 o - o 3 10 o o o 3 14 o o o 3 13 o o + 4 14 - o o 4 14 o o o 4 15 o - o 4 15 o o o 4 8 o o o 4 9 o o o 5 12 o o o 5 12 + o o 5 13 o o o 5 13 o + o 5 10 o o - 5 11 o o o 6 13 - o o 6 13 o o o 6 12 o - o 6 12 o o o 6 9 o o - 6 8 o o o 7 15 o o o 7 15 + o o 7 14 o o o 7 14 o + o 7 11 o o o 7 10 o o o i u y 1s 1s 1s r x z 1s 1s 1s x i y 1s 1s 1s u r z 1s 1s 1s r x y 1s 1s 1s i u z 1s 1s 1s u r y 1s 1s 1s x i z 1s 1s 1s i x z 1s 1s 1s r u y 1s 1s 1s x r z 1s 1s 1s u i y 1s 1s 1s r u z 1s 1s 1s i x y 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s i u y 2s 2s 2s r x z 2s 2s 2s x i y 2s 2s 2s u r z 2s 2s 2s r x y 2s 2s 2s i u z 2s 2s 2s u r y 2s 2s 2s x i z 2s 2s 2s i x z 2s 2s 2s r u y 2s 2s 2s x r z 2s 2s 2s u i y 2s 2s 2s r u z 2s 2s 2s i x y 2s 2s 2s u i z 2s 2s 2s x r y 2s 2s 2s
3,-2.5,Sr Sr Sr Sr Bi Bi O O O O O O O O 0 9 - - o 0 9 - o o 0 9 o - o 0 9 o o o 0 12 - o o 0 12 o o o 0 13 o - o 0 13 o o o 0 6 o o o 1 8 - - o 1 8 - o o 1 8 o - o 1 8 o o o 1 12 - o o 1 12 o o o 1 13 o - o 1 13 o o o 1 7 o o o 2 7 o o o 2 7 o + o 2 7 + o o 2 7 + + o 2 10 o o + 2 10 + o + 2 11 o o + 2 11 o + + 2 8 o o o 3 6 o o o 3 6 o + o 3 6 + o o 3 6 + + o 3 10 o o o 3 10 + o o 3 11 o o o 3 11 o + o 3 9 o o o 4 11 - o o 4 11 o o o 4 10 o - o 4 10 o o o 4 7 o o - 4 6 o o o 5 13 o o o 5 13 + o o 5 12 o o o 5 12 o + o 5 9 o o o 5 8 o o o i u y 1s 1s 1s r x z 1s 1s 1s x i y 1s 1s 1s u r z 1s 1s 1s r x y 1s 1s 1s i u z 1s 1s 1s u r y 1s 1s 1s x i z 1s 1s 1s i x z 1s 1s 1s r u y 1s 1s 1s x r z 1s 1s 1s u i y 1s 1s 1s r u z 1s 1s 1s i x y 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s i u y 2s 2s 2s r x z 2s 2s 2s x i y 2s 2s 2s u r z 2s 2s 2s r x y 2s 2s 2s i u z 2s 2s 2s u r y 2s 2s 2s x i z 2s 2s 2s i x z 2s 2s 2s r u y 2s 2s 2s x r z 2s 2s 2s u i y 2s 2s 2s r u z 2s 2s 2s i x y 2s 2s 2s u i z 2s 2s 2s x r y 2s 2s 2s
3,-2.5,Ca Ca Ca Ca Cr Cr Cr Cr Cr Cr Cr Cr Cr Cr Cr Cr O O O O O O O O O O O O O O O O O O O O 0 19 - o o 0 27 - o o 0 31 o o o 0 16 o o o 0 20 o o o 0 25 o o o 1 22 o o o 1 23 o o o 1 30 o o o 1 16 + o o 1 29 + o o 1 17 o o + 2 24 o o o 2 26 o o o 2 22 o o - 2 21 o o o 2 17 o o o 2 18 o o o 3 28 o - o 3 19 o o o 3 18 o o o 3 20 + - o 3 31 + o o 3 21 o o o 4 33 o - o 4 24 o o o 4 20 o o o 4 34 o - o 4 27 o o o 4 18 o o o 5 16 o o o 5 26 o o o 5 22 o o + 5 20 o o o 5 25 o o o 5 32 o o o 6 26 o o o 6 24 o + o 6 30 o o o 6 21 o o o 6 17 o + o 6 35 o o o 7 23 - o o 7 19 - + o 7 25 o o o 7 31 o o o 7 27 o + o 7 33 o o o 8 21 - o - 8 17 - o o 8 24 o o - 8 16 o o o 9 18 o - o 9 28 o o o 9 20 + - o 9 31 + o o 10 27 o o o 10 25 o o o 10 23 o o o 10 19 o o o 11 34 - o o 11 16 o o o 11 22 o o o 11 26 o o o 12 29 o o o 12 34 o o o 13 32 + o o 13 35 o o o 14 35 o o o 14 32 + o o 15 32 o + o 15 31 o o o i u y 1s 1s 1s r x z 1s 1s 1s x i y 1s 1s 1s u r z 1s 1s 1s r x y 1s 1s 1s i u z 1s 1s 1s u r y 1s 1s 1s x i z 1s 1s 1s i x z 1s 1s 1s r u y 1s 1s 1s x r z 1s 1s 1s u i y 1s 1s 1s r u z 1s 1s 1s i x y 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s i u y 2s 2s 2s r x z 2s 2s 2s x i y 2s 2s 2s u r z 2s 2s 2s r x y 2s 2s 2s i u z 2s 2s 2s u r y 2s 2s 2s x i z 2s 2s 2s i x z 2s 2s 2s r u y 2s 2s 2s x r z 2s 2s 2s u i y 2s 2s 2s r u z 2s 2s 2s i x y 2s 2s 2s u i z 2s 2s 2s x r y 2s 2s 2s
3,-2.5,La La La La Ag Ag Ag Ag O O O O O O O O O O O O 0 15 - o o 0 10 - o o 0 19 - o o 0 19 o o o 0 9 - o o 0 12 - o o 0 8 o o o 0 16 o o o 0 16 o + o 0 13 o o o 0 11 o o o 0 14 o o o 1 15 - o o 1 10 - o + 1 12 - o o 1 9 - o + 1 18 - o o 1 18 o o o 1 17 o o o 1 17 o + o 1 13 o o o 1 8 o o + 1 14 o o o 1 11 o o + 2 11 o - o 2 14 o - o 2 8 o o o 2 16 o o o 2 16 + o o 2 13 o o o 2 19 o - o 2 19 o o o 2 9 o - o 2 12 o - o 2 10 o o o 2 15 o o o 3 14 o - o 3 11 o - + 3 17 o o o 3 17 + o o 3 13 o o o 3 8 o o + 3 12 o - o 3 9 o - + 3 18 o - o 3 18 o o o 3 15 o o o 3 10 o o + 4 12 - - o 4 15 - o o 4 14 o - o 4 16 o o o 4 17 o o o 4 13 o o o 5 8 o o o 5 11 o o o 5 10 o o o 5 18 o o - 5 19 o o o 5 9 o o o 6 9 - - o 6 10 - o o 6 11 o - o 6 17 o o - 6 16 o o o 6 8 o o o 7 13 o o o 7 14 o o o 7 15 o o o 7 19 o o o 7 18 o o o 7 12 o o o i u y 1s 1s 1s r x z 1s 1s 1s x i y 1s 1s 1s u r z 1s 1s 1s r x y 1s 1s 1s i u z 1s 1s 1s u r y 1s 1s 1s x i z 1s 1s 1s i x z 1s 1s 1s r u y 1s 1s 1s x r z 1s 1s 1s u i y 1s 1s 1s r u z 1s 1s 1s i x y 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s i u y 2s 2s 2s r x z 2s 2s 2s x i y 2s 2s 2s u r z 2s 2s 2s r x y 2s 2s 2s i u z 2s 2s 2s u r y 2s 2s 2s x i z 2s 2s 2s i x z 2s 2s 2s r u y 2s 2s 2s x r z 2s 2s 2s u i y 2s 2s 2s r u z 2s 2s 2s i x y 2s 2s 2s u i z 2s 2s 2s x r y 2s 2s 2s
3,-2.5,Sr Sr Sr Sr Zn Zn 20 C W W O O O O O O O O O O O O 0 9 - - o 0 9 - o o 0 9 o - o 0 9 o o o 0 11 - o o 0 11 o o o 0 5 - o o 0 5 o o o 0 12 - o o 0 12 o o o 0 10 o - o 0 10 o o o 0 18 o - o 0 18 o o o 0 6 o o o 1 7 o o o 1 7 o + o 1 20 o o o 1 8 o o o 1 8 + o o 1 8 o + o 1 15 o o o 1 15 + o o 1 11 + + o 1 4 o o o 1 4 + o o 1 5 o o o 1 5 o + o 1 13 o o o 1 13 o + o 2 5 - o - 2 5 o o - 2 17 o - o 2 17 o o o 2 14 - o o 2 14 o o o 2 4 o - o 2 4 o o o 2 12 - o o 2 12 o o o 2 11 o - - 2 11 o o - 2 6 o - o 2 6 o o o 2 19 o o o 3 4 o o o 3 4 + o o 3 13 o o o 3 13 + o o 3 5 + + o 3 10 o o o 3 10 + o o 3 16 o o o 3 16 o + o 3 9 o o o 3 9 + o o 3 15 o o o 3 15 o + o 3 7 o o o 3 7 o + o 4 9 - o o 4 9 o o o 4 8 - o o 4 8 o o o 4 25 o - o 4 25 o o o 4 20 o - o 4 20 o o o 4 13 o o o 5 9 o o o 5 9 + o o 5 9 + o o 5 6 o o o 5 6 + o o 5 8 o o o 5 8 o + o 5 12 o o o 5 12 o + o 6 11 - o o 6 11 o o o 6 10 o - o 6 10 o o o 7 11 - o o 7 11 o o o 7 10 o - o 7 10 o o o 8 13 o o o 8 13 + o o 8 12 o o o 8 12 o + o 9 15 o o o 9 15 + o o 9 14 o o o 9 13 o + o i u y 1s 1s 1s r x z 1s 1s 1s x i y 1s 1s 1s u r z 1s 1s 1s r x y 1s 1s 1s i u z 1s 1s 1s u r y 1s 1s 1s x i z 1s 1s 1s i x z 1s 1s 1s r u y 1s 1s 1s x r z 1s 1s 1s u i y 1s 1s 1s r u z 1s 1s 1s i x y 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s i u y 2s 2s 2s r x z 2s 2s 2s x i y 2s 2s 2s u r z 2s 2s 2s r x y 2s 2s 2s i u z 2s 2s 2s u r y 2s 2s 2s x i z 2s 2s 2s i x z 2s 2s 2s r u y 2s 2s 2s x r z 2s 2s 2s u i y 2s 2s 2s r u z 2s 2s 2s i x y 2s 2s 2s u i z 2s 2s 2s x r y 2s 2s 2s
3,-2.5,Cs Cs Cs Cs 15 K K K K K K K Be Be Be - F F F F F F F F F F F F F F F F 0 25 - - o 0 25 - - o 0 25 - o o 0 14 - o o 0 23 - o o 0 29 - o o 0 8 - o o 0 8 o - o 0 21 o - o 0 6 o o o 0 12 o - o 0 10 o o o 0 24 o o o 0 10 o o o 0 28 o o o 0 26 o o o 1 27 - - o 1 13 - - o 1 25 - o o 1 19 - o o 1 9 - o + 1 20 - o o 1 6 - o + 1 6 o - o 1 15 o - o 1 22 o - o 1 29 o o o 1 11 o o o 1 24 o o + 1 8 o o + 2 27 o o o 2 11 o o o 2 29 o o o 2 11 o o o 2 20 o o o 2 27 o o o 2 12 o o o 2 7 o o o 2 15 o o o 2 5 o o o 2 30 o o o 2 26 o o o 2 6 o o o 2 13 o o o 3 27 o o o 3 12 o o o 3 20 o o o 3 7 o o o 3 30 o o o 3 26 o o o 3 13 o o o 3 28 o o o 3 10 o o o 3 5 o o o 3 29 o o o 3 26 o o o 4 16 - o o 4 20 - o o 4 21 o o o 4 6 - o o 4 18 o o o 4 31 o o o 4 10 o o o 4 17 o o o 4 8 o o o 4 C o o o 5 16 - o o 5 28 - o o 5 26 - o o 5 11 - o o 5 22 o o o 5 20 o o o 5 19 o o o 5 9 o o o 5 21 o o o 5 17 o o o 6 23 o - o 6 30 o o o 6 8 o o o 6 17 o o o 6 18 o - o 6 18 o o o 6 22 o o o 6 15 o - o 6 12 o - o 6 31 o - o 6 16 o o o 6 10 o o o 7 17 o - o 7 11 o - o 7 23 o o o 7 13 o o o 7 19 o - o 7 19 o o o 7 14 o o + 7 21 o - o 7 16 o - o 7 31 o o o 7 15 o o o 7 22 o o o 8 24 o o o 8 29 o o o 8 13 o - o 8 13 - o o 8 14 - o o 8 14 o o o 8 30 o - o 8 30 o o o 8 17 o o o 9 16 o o o 9 31 o o o 9 30 o o o 9 15 o o o 9 15 + o o 9 28 o o o 9 12 o o o 9 25 o o o 9 23 o o o 10 21 o o o 10 27 o + o 10 19 o o o 10 25 o o o 10 23 o o o 10 15 o o o 10 35 o o o 11 22 o o o 11 24 o o o 11 18 o o o 11 20 o o o 11 26 o - o 11 14 o o o 11 20 o o o 12 24 - o o 12 16 - o o 12 26 o o o 12 22 o o o 13 23 o o o 13 27 o o o 13 17 + o o 13 25 + o o 14 18 o - o 14 26 o o o 14 20 o o o 14 24 o - o 15 25 o o o 15 21 o o o 15 22 o + o 15 19 o + o 16 22 o o o 16 24 o o o 16 20 + o o 17 21 - o o 17 23 o o o 17 25 o o o 18 20 o o o 18 26 o + o 18 28 o o o 19 27 o - o 19 31 o o o 19 21 o o o i u y 1s 1s 1s r x z 1s 1s 1s x i y 1s 1s 1s u r z 1s 1s 1s r x y 1s 1s 1s i u z 1s 1s 1s u r y 1s 1s 1s x i z 1s 1s 1s i x z 1s 1s 2s r u y 1s 1s 2s x r z 1s 1s 2s u i y 1s 1s 2s r u z 1s 1s 2s i x y 1s 1s 2s u i z 1s 1s 2s x r y 1s 1s 2s i u y 2s 2s 2s r x z 2s 2s 2s x i y 2s 2s 2s u r z 2s 2s 2s r x y 2s 2s 2s i u z 2s 2s 2s u r y 2s 2s 2s x i z 2s 2s 2s i x z 2s 2s 1s r u y 2s 2s 1s x r z 2s 2s 1s u i y 2s 2s 1s r u z 2s 2s 1s i x y 2s 2s 1s u i z 2s 2s 1s x r y 2s 2s 1s
3,-2.5,La La La La Fe Fe S S S S S S O O O O O O 0 14 - o o 0 14 o o o 0 12 o - o 0 12 o o o 0 11 o o o 0 11 o - o 0 11 - o o 0 11 - - o 1 15 - o o 1 15 o o o 1 13 o - o 1 13 o o o 1 10 o o o 1 10 o - o 1 10 - o o 1 10 - - o 2 13 o o o 2 13 + o o 2 15 o o o 2 15 o + o 2 9 o o o 2 9 o + o 2 9 o o o 3 12 o o o 3 12 + o o 3 8 o o o 3 8 o + o 3 8 o o o 3 8 o + o 3 14 o o o 4 17 - o o 4 17 o o o 4 8 o + o 4 8 o o o 4 9 o + - 4 9 o o - 5 17 o - o 5 17 o o o 5 16 o o o 5 8 + o o 5 14 o o o 5 14 o + o 6 14 - o o 6 14 o o o 6 15 o - o 6 15 o o o 6 8 o o o 6 9 o o o 7 8 o o o 7 8 + o o 7 13 o o o 7 13 o + o 7 10 o o o 7 10 o o o 8 10 - o o 8 10 - + o 8 10 o o o 8 10 o + o 8 11 - o o 8 11 o o o 8 11 o o o 8 11 o + o 9 11 - o o 9 11 - + o 9 11 o o o 9 11 o + o 9 12 o o o 9 12 o + o i u y 1s 1s 1s r x z 1s 1s 1s x i y 1s 1s 1s u r z 1s 1s 1s r x y 1s 1s 1s i u z 1s 1s 1s u r y 1s 1s 1s x i z 1s 1s 1s i x z 1s 1s 1s r u y 1s 1s 1s x r z 1s 1s 1s u i y 1s 1s 1s r u z 1s 1s 1s i x y 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s i u y 2s 2s 2s r x z 2s 2s 2s x i y 2s 2s 2s u r z 2s 2s 2s r x y 2s 2s 2s i u z 2s 2s 2s u r y 2s 2s 2s x i z 2s 2s 2s i x z 2s 2s 2s r u y 2s 2s 2s x r z 2s 2s 2s u i y 2s 2s 2s r u z 2s 2s 2s i x y 2s 2s 2s u i z 2s 2s 2s x r y 2s 2s 2s
3,-2.5,Y Y Y Y Mg Mg Mg Mg Pd Pd Pd Pd O O O O O O O O O O O O 0 15 - o o 0 16 o o o 0 16 o o + 0 22 o o o 1 23 - o o 1 22 o o o 1 17 o o o 1 17 o o + 2 20 o - o 2 13 o o o 2 18 o o o 2 18 o o + 3 19 o o o 3 19 o o + 3 12 o - o 3 21 o o o 4 25 o o - 4 21 o o o 5 18 o o o 5 20 o o o 6 14 o o o 6 19 o o o 7 16 o o - 7 15 o o o 8 17 o o o 8 20 o o o 9 23 o o o 9 21 o o o 10 22 o o o 10 19 o o o 11 18 o + o 11 23 o o o i u y 1s 1s 1s x i y 1s 2s 7s r x y 2s 2s 2s u r y 2s 1s 6s i x z 1s 2s 7s x r z 1s 1s 1s r u z 2s 1s 6s u i z 2s 2s 2s r x z 1s 2s 7s u r z 1s 1s 1s i u z 2s 1s 6s x i z 2s 2s 2s r u y 1s 1s 1s u i y 1s 2s 7s i x y 2s 2s 2s x r y 2s 1s 6s i u y 2s 2s 2s x i y 2s 1s 6s r x y 1s 1s 1s u r y 1s 2s 7s i x z 2s 1s 6s x r z 2s 2s 2s r u z 1s 2s 7s u i z 1s 1s 1s r x z 2s 1s 6s u r z 2s 2s 2s i u z 1s 2s 7s x i z 1s 1s 1s r u y 2s 2s 2s u i y 2s 1s 6s i x y 1s 1s 1s x r y 1s 2s 7s
3,-2.5,Cs Cs Cs Cs o Cr F F F F F F F F F F F F F F F F F F 0 12 - - o 0 18 - - o 0 10 - o o 0 20 - o o 0 14 o - o 0 16 o - o 0 8 o o o 0 22 o o o 1 23 - - o 1 9 - - o 1 17 - o o 1 15 - o o 1 21 o - o 1 11 o - o 1 19 o o o 1 13 o o o 2 19 o o o 2 13 o o o 2 21 o o o 2 11 o o o 2 17 o o o 2 15 o o o 2 23 o o o 2 9 o o o 3 8 o o o 3 22 o o o 3 14 o o o 3 16 o o o 3 10 o o o 3 20 o o o 3 12 o o o 3 18 o o o 4 9 - o - 4 12 - o o 4 13 o o - 4 8 o o o 5 11 o - - 5 14 o - o 5 15 o o - 5 10 o o o 6 20 - o o 6 17 - o o 6 16 o o o 6 21 o o o 7 22 o o o 7 19 o o o 7 18 o - o 7 23 o - o i u y 1s 1s 1s r x z 1s 1s 1s x i y 1s 1s 1s u r z 1s 1s 1s r x y 1s 1s 1s i u z 1s 1s 1s u r y 1s 1s 1s x i z 1s 1s 1s i x z 1s 1s 2s r u y 1s 1s 2s x r z 1s 1s 2s u i y 1s 1s 2s r u z 1s 1s 2s i x y 1s 1s 2s u i z 1s 1s 2s x r y 1s 1s 2s i u y 2s 2s 2s r x z 2s 2s 2s x i y 2s 2s 2s u r z 2s 2s 2s r x y 2s 2s 2s i u z 2s 2s 2s u r y 2s 2s 2s x i z 2s 2s 2s i x z 2s 2s 1s r u y 2s 2s 1s x r z 2s 2s 1s u i y 2s 2s 1s r u z 2s 2s 1s i x y 2s 2s 1s u i z 2s 2s 1s x r y 2s 2s 1s
