crystal_system,slices
1,As As As As As As W W 0 2 - o - 0 2 - o o 0 4 - - o 0 4 o o o 0 3 o o o 0 3 o - o 0 7 - o o 0 7 o o o 0 5 o o - 0 5 o o o 0 6 o o - 0 6 o o o 1 6 o o o 1 6 + o o 1 5 o o o 1 5 + + o 1 4 o o o 1 4 o o + 1 2 o + o 1 2 o o o 1 7 o o o 1 7 o o + 1 3 + o o 1 3 + o + 2 6 o - o 2 6 + o o 2 7 o o o 2 7 o o + 2 5 o o o 2 5 + o o 2 4 o - o 2 4 o - + 3 7 - o o 3 7 o + o 3 4 - o o 3 4 o o o 3 6 o o - 3 6 o o o 3 5 o + - 3 5 o + o 4 6 o o - 4 6 o o o 4 7 o + o 4 7 o o o 5 6 o o o 5 6 o - o 5 7 o o o 5 7 o o + i u y 1s 1s 1s r x z 1s 1s 1s f i y 1s 1s 2s l r z 1s 1s 2s x f y 1s 1s 1s u l z 1s 1s 1s r x y 1s 1s 2s i u z 1s 1s 2s l r y 1s 1s 1s f i z 1s 1s 1s u l y 1s 1s 2s x f z 1s 1s 2s x r z 1s 1s 2s u i y 1s 1s 2s r l z 1s 1s 1s i f y 1s 1s 1s l u z 1s 1s 2s f x y 1s 1s 2s u i z 1s 1s 1s x r y 1s 1s 1s i f z 1s 1s 2s r l y 1s 1s 2s f x z 1s 1s 1s l u y 1s 1s 1s
1,Fe Fe Fe Fe Fe Fe Sn Sn 0 2 - o - 0 2 - o o 0 4 - - o 0 4 o o o 0 3 o o o 0 3 o - o 0 7 - o o 0 7 o o o 0 5 o o - 0 5 o o o 0 6 o o - 0 6 o o o 1 6 o o o 1 6 + o o 1 5 o o o 1 5 + + o 1 4 o o o 1 4 o o + 1 2 o + o 1 2 o o o 1 7 o o o 1 7 o o + 1 3 + o o 1 3 + o + 2 6 o - o 2 6 + o o 2 7 o o o 2 7 o o + 2 5 o o o 2 5 + o o 2 4 o - o 2 4 o - + 3 7 - o o 3 7 o + o 3 4 - o o 3 4 o o o 3 6 o o - 3 6 o o o 3 5 o + - 3 5 o + o 4 6 o o - 4 6 o o o 4 7 o + o 4 7 o o o 5 6 o o o 5 6 o - o 5 7 o o o 5 7 o o + i u y 1s 1s 1s r x z 1s 1s 1s f i y 1s 1s 2s l r z 1s 1s 2s x f y 1s 1s 1s u l z 1s 1s 1s r x y 1s 1s 2s i u z 1s 1s 2s l r y 1s 1s 1s f i z 1s 1s 1s u l y 1s 1s 2s x f z 1s 1s 2s x r z 1s 1s 2s u i y 1s 1s 2s r l z 1s 1s 1s i f y 1s 1s 1s l u z 1s 1s 2s f x y 1s 1s 2s u i z 1s 1s 1s x r y 1s 1s 1s i f z 1s 1s 2s r l y 1s 1s 2s f x z 1s 1s 1s l u y 1s 1s 1s
1,K K K K K K Sn Sn 0 2 - o - 0 2 - o o 0 7 - o o 0 7 o o o 0 4 - - o 0 4 o o o 0 3 o o o 0 3 o - o 0 5 o o - 0 5 o o o 0 6 o o - 0 6 o o o 1 5 o o o 1 5 + + o 1 4 o o o 1 4 o o + 1 2 o + o 1 2 o o o 1 6 o o o 1 6 + o o 1 7 o o o 1 7 o o + 1 3 + o o 1 3 + o + 2 6 o - o 2 6 + o o 2 7 o o o 2 7 o o + 2 5 o o o 2 5 + o o 2 4 o - o 2 4 o - + 3 7 - o o 3 7 o + o 3 4 - o o 3 4 o o o 3 6 o o - 3 6 o o o 3 5 o + - 3 5 o + o 4 6 o o - 4 6 o o o 4 7 o + o 4 7 o o o 5 6 o o o 5 6 o - o 5 7 o o o 5 7 o o + i u y 1s 1s 1s r x z 1s 1s 1s f i y 1s 1s 2s l r z 1s 1s 2s x f y 1s 1s 1s u l z 1s 1s 1s r x y 1s 1s 2s i u z 1s 1s 2s l r y 1s 1s 1s f i z 1s 1s 1s u l y 1s 1s 2s x f z 1s 1s 2s x r z 1s 1s 2s u i y 1s 1s 2s r l z 1s 1s 1s i f y 1s 1s 1s l u z 1s 1s 2s f x y 1s 1s 2s u i z 1s 1s 1s x r y 1s 1s 1s i f z 1s 1s 2s r l y 1s 1s 2s f x z 1s 1s 1s l u y 1s 1s 1s
1,Ba Ba Zn Zn As As 0 2 - - - 0 2 o - - 0 2 o o - 0 4 - - o 0 4 o - o 0 4 o o o 0 5 - o - 0 5 - - - 0 5 o o - 0 3 - o o 0 3 - - o 0 3 o o o 1 4 - - o 1 4 o - o 1 4 o o o 1 2 - - o 1 2 o - o 1 2 o o o 1 3 - o o 1 3 - - o 1 3 o o o 1 5 - o o 1 5 - - o 1 5 o o o 2 5 - o o 2 5 o o o 2 5 o + o 3 4 o o o 3 4 o - o 3 4 + o o i u y 1s 1s 1s r x z 1s 1s 1s f i y 1s 1s 2s l r z 1s 1s 2s x f y 1s 1s 1s u l z 1s 1s 1s r x y 1s 1s 2s i u z 1s 1s 2s l r y 1s 1s 1s f i z 1s 1s 1s u l y 1s 1s 2s x f z 1s 1s 2s x r z 1s 1s 2s u i y 1s 1s 2s r l z 1s 1s 1s i f y 1s 1s 1s l u z 1s 1s 2s f x y 1s 1s 2s u i z 1s 1s 1s x r y 1s 1s 1s i f z 1s 1s 2s r l y 1s 1s 2s f x z 1s 1s 1s l u y 1s 1s 1s
1,La La F F F F F F 0 4 - o o 0 4 o + o 0 3 - o o 0 3 o o o 0 5 o o o 0 5 o o + 0 7 o + o 0 7 o o o 0 2 o o o 0 2 o o + 0 6 o o o 0 6 o o + 1 7 o o - 1 7 o o o 1 5 o - o 1 5 + o o 1 6 o o o 1 6 o - o 1 2 o o o 1 2 + o o 1 4 o o - 1 4 o o o 1 3 o o - 1 3 o o o 2 4 - o - 2 4 - o o 2 6 - - o 2 6 o o o 2 5 o o o 2 5 o - o 2 7 o o - 2 7 o o o 3 7 o o o 3 7 + + o 3 6 o o o 3 6 o o + 3 4 o + o 3 4 o o o 3 5 + o o 3 5 + o + 4 7 o o o 4 7 + o o 4 6 o - o 4 6 o - + 5 6 - o o 5 6 o o o 5 7 o + - 5 7 o + o i u y 1s 1s 1s r x z 1s 1s 1s f i y 1s 1s 2s l r z 1s 1s 2s x f y 1s 1s 1s u l z 1s 1s 1s r x y 1s 1s 2s i u z 1s 1s 2s l r y 1s 1s 1s f i z 1s 1s 1s u l y 1s 1s 2s x f z 1s 1s 2s x r z 1s 1s 2s u i y 1s 1s 2s r l z 1s 1s 1s i f y 1s 1s 1s l u z 1s 1s 2s f x y 1s 1s 2s u i z 1s 1s 1s x r y 1s 1s 1s i f z 1s 1s 2s r l y 1s 1s 2s f x z 1s 1s 1s l u y 1s 1s 1s
1,Mg Mg Mn Mn Mn Mn Mn Mn Mn Mn Ge Ge 0 8 - o o 0 8 o + o 0 7 - o o 0 7 o o o 0 1 - o o 0 1 o o o 0 1 o + o 0 11 o + o 0 11 o o o 0 5 o + o 0 5 o o o 0 5 + + o 0 9 o o o 0 6 o o o 0 3 o o o 0 10 o o o 1 11 o o o 1 5 o o o 1 5 + o o 1 5 + + o 1 9 o - o 1 9 + o o 1 10 o o o 1 10 o - o 1 6 o o o 1 6 + o o 1 8 o o o 1 7 o o o 1 2 o o o 2 9 o - o 2 9 + o o 2 11 o o + 2 4 o o + 2 4 + o + 2 4 + + + 2 10 o o o 2 10 o - o 2 6 o o o 2 6 + o o 2 3 o o + 2 3 o - + 2 3 + o + 2 8 o o + 2 7 o o + 3 8 - o o 3 8 o + o 3 7 - o o 3 7 o o o 3 4 o + o 3 4 o o o 3 4 + + o 3 9 o o - 3 11 o + o 3 11 o o o 3 6 o o - 3 10 o o - 4 10 - - - 4 8 - o o 4 9 o - - 4 7 - - o 4 6 o o - 4 11 o o o 5 10 - - o 5 8 - o o 5 7 - - o 5 9 o - o 5 11 o o o 5 6 o o o 6 10 - - o 6 10 o o o 6 9 o o o 6 9 o - o 7 11 o o o 7 11 + + o 7 8 o + o 7 8 o o o 8 11 o o o 8 11 + o o 9 10 - o o 9 10 o o o i u y 1s 1s 1s r x z 1s 1s 1s f i y 1s 1s 2s l r z 1s 1s 2s x f y 1s 1s 1s u l z 1s 1s 1s r x y 1s 1s 2s i u z 1s 1s 2s l r y 1s 1s 1s f i z 1s 1s 1s u l y 1s 1s 2s x f z 1s 1s 2s x r z 1s 1s 2s u i y 1s 1s 2s r l z 1s 1s 1s i f y 1s 1s 1s l u z 1s 1s 2s f x y 1s 1s 2s u i z 1s 1s 1s x r y 1s 1s 1s i f z 1s 1s 2s r l y 1s 1s 2s f x z 1s 1s 1s l u y 1s 1s 1s
1,Ca Ca Ca Ca Sn Sn Sn Sn S S S S S S S S S S S S 0 17 - - o 0 17 o - o 0 17 o o o 0 8 o o + 0 13 - o o 0 13 o o o 0 12 o o o 0 10 o - o 0 16 o o o 0 8 o o + 1 9 o o - 1 9 o o o 1 11 o + o 1 16 o o o 1 16 + o o 1 12 o o o 1 8 + o o 1 15 o o o 1 10 o o - 1 13 o o o 2 15 - - o 2 15 o - o 2 10 - - o 2 10 o o o 2 19 - o o 2 14 o o o 3 11 o o o 3 18 o o o 3 18 o - o 3 14 o o o 3 19 o o o 3 8 o o + 4 12 - - o 4 19 - o - 4 16 o o o 4 9 - - - 4 8 o o o 4 13 o o - 5 14 o o o 5 10 o o o 5 17 o o o 5 15 o o o 5 11 o o o 5 18 o o o 6 8 o o o 6 10 o o o 6 18 o o o 6 13 o o o 6 10 o o o 6 17 o o o 7 16 o o o 7 11 o o o 7 12 o o o 7 19 o o o 7 15 o o o 7 9 o o o i u y 1s 1s 1s r x z 1s 1s 1s f i y 1s 1s 2s l r z 1s 1s 2s x f y 1s 1s 1s u l z 1s 1s 1s r x y 1s 1s 2s i u z 1s 1s 2s l r y 1s 1s 1s f i z 1s 1s 1s u l y 1s 1s 2s x f z 1s 1s 2s x r z 1s 1s 2s u i y 1s 1s 2s r l z 1s 1s 1s i f y 1s 1s 1s l u z 1s 1s 2s f x y 1s 1s 2s u i z 1s 1s 1s x r y 1s 1s 1s i f z 1s 1s 2s r l y 1s 1s 2s f x z 1s 1s 1s l u y 1s 1s 1s
1,Mo Mo H H 0 2 - - o 0 2 o - o 0 2 o o o 0 3 - o - 0 3 - - - 0 3 o o - 1 2 - - o 1 2 o - o 1 2 o o o 1 3 - o o 1 3 - - o 1 3 o o o i u y 1s 1s 1s r x z 1s 1s 1s f i y 1s 1s 2s l r z 1s 1s 2s x f y 1s 1s 1s u l z 1s 1s 1s r x y 1s 1s 2s i u z 1s 1s 2s l r y 1s 1s 1s f i z 1s 1s 1s u l y 1s 1s 2s x f z 1s 1s 2s x r z 1s 1s 2s u i y 1s 1s 2s r l z 1s 1s 1s i f y 1s 1s 1s l u z 1s 1s 2s f x y 1s 1s 2s u i z 1s 1s 1s x r y 1s 1s 1s i f z 1s 1s 2s r l y 1s 1s 2s f x z 1s 1s 1s l u y 1s 1s 1s
1,Ba Ba Ga Ga Ga Ga Se Se Se Se 0 6 - - o 0 6 o - o 0 6 o o o 0 7 - o - 0 7 - - - 0 7 o o - 1 9 - - o 1 9 o - o 1 9 o o o 1 8 - o o 1 8 - - o 1 8 o o o 2 8 - o o 2 8 o o o 2 8 o + o 2 5 o o o 3 9 o o o 3 9 o - o 3 9 + o o 3 4 o o o 4 6 o o o 4 6 o - o 4 6 + o o 5 7 - o o 5 7 o o o 5 7 o + o i u y 1s 1s 1s r x z 1s 1s 1s f i y 1s 1s 2s l r z 1s 1s 2s x f y 1s 1s 1s u l z 1s 1s 1s r x y 1s 1s 2s i u z 1s 1s 2s l r y 1s 1s 1s f i z 1s 1s 1s u l y 1s 1s 2s x f z 1s 1s 2s x r z 1s 1s 2s u i y 1s 1s 2s r l z 1s 1s 1s i f y 1s 1s 1s l u z 1s 1s 2s f x y 1s 1s 2s u i z 1s 1s 1s x r y 1s 1s 1s i f z 1s 1s 2s r l y 1s 1s 2s f x z 1s 1s 1s l u y 1s 1s 1s
1,Sc Sc Sc Sc S S S S 0 7 - - - 0 7 o - - 0 7 o o - 0 6 - o o 0 6 - - o 0 6 o o o 1 4 - - o 1 4 o - o 1 4 o o o 1 5 - o o 1 5 - - o 1 5 o o o 2 6 - o o 2 6 o o o 2 6 o + o 2 5 - o o 2 5 o o o 2 5 o + o 3 4 o o o 3 4 o - o 3 4 + o o 3 7 o o o 3 7 o - o 3 7 + o o 4 7 o o o 5 6 o o o i u y 1s 1s 1s r x z 1s 1s 1s f i y 1s 1s 2s l r z 1s 1s 2s x f y 1s 1s 1s u l z 1s 1s 1s r x y 1s 1s 2s i u z 1s 1s 2s l r y 1s 1s 1s f i z 1s 1s 1s u l y 1s 1s 2s x f z 1s 1s 2s x r z 1s 1s 2s u i y 1s 1s 2s r l z 1s 1s 1s i f y 1s 1s 1s l u z 1s 1s 2s f x y 1s 1s 2s u i z 1s 1s 1s x r y 1s 1s 1s i f z 1s 1s 2s r l y 1s 1s 2s f x z 1s 1s 1s l u y 1s 1s 1s
