crystal_system,slices
2,Nb Nb Nb Mo Mo Mo C C C C C C 0 10 - - - 0 10 o - - 0 10 o o - 0 9 - o o 0 9 - - o 0 9 o o o 1 6 o o o 1 6 + o o 1 6 + + o 1 11 o o o 1 11 o - o 1 11 + o o 2 8 - o o 2 8 o o o 2 8 o + o 2 7 o + o 2 7 o o o 2 7 + + o 3 11 - - o 3 11 o - o 3 11 o o o 3 8 - o o 3 8 - - o 3 8 o o o 4 7 o o o 4 7 + o o 4 7 + + o 4 10 o o o 4 10 o - o 4 10 + o o 5 9 - o o 5 9 o o o 5 9 o + o 5 6 o + o 5 6 o o o 5 6 + + o i u y 1s 1s 1s r x z 1s 1s 1s x f y 1s 1s 1s u l z 1s 1s 1s l r y 1s 1s 1s f i z 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s f x z 1s 1s 1s l u y 1s 1s 1s r l z 1s 1s 1s i f y 1s 1s 1s i u y 5s 3s 3s r x z 5s 3s 3s x f y 5s 3s 3s u l z 5s 3s 3s l r y 5s 3s 3s f i z 5s 3s 3s u i z 5s 3s 3s x r y 5s 3s 3s f x z 5s 3s 3s l u y 5s 3s 3s r l z 5s 3s 3s i f y 5s 3s 3s i u y 3s 5s 5s r x z 3s 5s 5s x f y 3s 5s 5s u l z 3s 5s 5s l r y 3s 5s 5s f i z 3s 5s 5s u i z 3s 5s 5s x r y 3s 5s 5s f x z 3s 5s 5s l u y 3s 5s 5s r l z 3s 5s 5s i f y 3s 5s 5s
2,Mn Mn Mn Au Au Au O O O O O O 0 10 - - - 0 10 o - - 0 10 o o - 0 9 - o o 0 9 - - o 0 9 o o o 1 6 o o o 1 6 + o o 1 6 + + o 1 11 o o o 1 11 o - o 1 11 + o o 2 8 - o o 2 8 o o o 2 8 o + o 2 7 o + o 2 7 o o o 2 7 + + o 3 11 - - o 3 11 o - o 3 11 o o o 3 8 - o o 3 8 - - o 3 8 o o o 4 7 o o o 4 7 + o o 4 7 + + o 4 10 o o o 4 10 o - o 4 10 + o o 5 9 - o o 5 9 o o o 5 9 o + o 5 6 o + o 5 6 o o o 5 6 + + o i u y 1s 1s 1s r x z 1s 1s 1s x f y 1s 1s 1s u l z 1s 1s 1s l r y 1s 1s 1s f i z 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s f x z 1s 1s 1s l u y 1s 1s 1s r l z 1s 1s 1s i f y 1s 1s 1s i u y 5s 3s 3s r x z 5s 3s 3s x f y 5s 3s 3s u l z 5s 3s 3s l r y 5s 3s 3s f i z 5s 3s 3s u i z 5s 3s 3s x r y 5s 3s 3s f x z 5s 3s 3s l u y 5s 3s 3s r l z 5s 3s 3s i f y 5s 3s 3s i u y 3s 5s 5s r x z 3s 5s 5s x f y 3s 5s 5s u l z 3s 5s 5s l r y 3s 5s 5s f i z 3s 5s 5s u i z 3s 5s 5s x r y 3s 5s 5s f x z 3s 5s 5s l u y 3s 5s 5s r l z 3s 5s 5s i f y 3s 5s 5s
2,Cr Cr Cr Co Co Co Co Co Co Co Co Co O O O O O O O O O O O O O O O O O O O O O O O O 0 26 - o - 0 33 - o o 0 28 - o - 0 23 o o o 0 34 o o - 0 21 o o o 1 23 o o o 1 34 o o - 1 19 o o o 1 24 o o - 1 33 o o o 1 28 o o - 2 21 o - o 2 24 o o - 2 34 o - - 2 19 o - o 2 26 o o - 2 33 o o o 3 14 o o o 3 35 o o o 3 16 o o o 3 29 o o o 3 30 + + o 3 27 o + o 4 29 - o o 4 30 o + o 4 25 o + o 4 12 o o o 4 35 o o o 4 16 o o o 5 27 - o o 5 12 o o o 5 30 o o o 5 25 o o o 5 14 o o o 5 35 o o o 6 20 o - o 6 31 o o o 6 22 o o o 6 17 o o o 6 32 o o o 6 15 o o o 7 17 o o o 7 32 o o o 7 13 o o o 7 18 o - o 7 31 + o o 7 22 + o o 8 15 o o o 8 18 o o o 8 32 o o o 8 13 o o o 8 20 + o o 8 31 + + o 9 29 - - o 9 18 - - o 9 27 - o o 9 20 o - o 9 25 o o o 9 22 o o o 10 17 o o o 10 24 o o o 10 15 o o o 10 26 o o o 10 13 o o o 10 28 o o o 11 23 o o o 11 12 o o o 11 21 o o o 11 14 o o o 11 19 o o o 11 16 o o o i u y 1s 1s 1s r x z 1s 1s 1s x f y 1s 1s 1s u l z 1s 1s 1s l r y 1s 1s 1s f i z 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s f x z 1s 1s 1s l u y 1s 1s 1s r l z 1s 1s 1s i f y 1s 1s 1s i u y 5s 3s 3s r x z 5s 3s 3s x f y 5s 3s 3s u l z 5s 3s 3s l r y 5s 3s 3s f i z 5s 3s 3s u i z 5s 3s 3s x r y 5s 3s 3s f x z 5s 3s 3s l u y 5s 3s 3s r l z 5s 3s 3s i f y 5s 3s 3s i u y 3s 5s 5s r x z 3s 5s 5s x f y 3s 5s 5s u l z 3s 5s 5s l r y 3s 5s 5s f i z 3s 5s 5s u i z 3s 5s 5s x r y 3s 5s 5s f x z 3s 5s 5s l u y 3s 5s 5s r l z 3s 5s 5s i f y 3s 5s 5s
2,Zr Zr Zr o - - - o - - o - o o o o - o o o o o o o o o - o o o o - o o o o - o o o o - o o o + + o + + + o o o o o o o o o + + o o + + + o o o + + o o o o o o o o o o o o o o - o o o + o o o + + + o o + + + o o o o o o o o o o o 9 - + + o 1 + + + o 1 o + o o 1 - o + o 1 + o o o 1 + o o o 1 + o + o 2 6 o o o 2 6 + o o 2 + o o o 2 7 o o o 4 4 o o o 4 4 + o o 5 5 o o o 5 5 + + o 5 5 o + o 5 5 + o o 6 7 + o o 6 7 o o o 6 7 + + o i u y 1s 1s 1s r x z 1s 1s 1s x f y 1s 1s 1s u l z 1s 1s 1s l r y 1s 1s 1s f i z 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s f x z 1s 1s 1s l u y 1s 1s 1s r l z 1s 1s 1s i f y 1s 1s 1s i u y 5s 3s 3s r x z 5s 3s 3s x f y 5s 3s 3s u l z 5s 3s 3s l r y 5s 3s 3s f i z 5s 3s 3s u i z 5s 3s 3s x r y 5s 3s 3s x r y 5s 3s 3s f x z 5s 3s 3s l u y 5s 3s 3s r l z 5s 3s 3s i f y 3s 5s 5s l r y 3s 5s 5s
2,Li Li Li Li Li Li Li Li Li Ca Ca Ca Ca Ca Ca S S S S S S S S S S S S S S S 0 29 - - o 0 29 o - o 0 29 o o o 0 18 - o o 0 18 - - o 0 18 o o o 1 19 - - o 1 19 o - o 1 19 o o o 1 28 - o o 1 28 - - o 1 28 o o o 2 27 o o o 2 27 + o o 2 27 + + o 2 20 o o o 2 20 o - o 2 20 + o o 3 15 o o o 3 15 + o o 3 15 + + o 3 29 o o o 3 29 o - o 3 29 + o o 4 28 - o o 4 28 o o o 4 28 o + o 4 16 o + o 4 16 o o o 4 16 + + o 5 17 - o o 5 17 o o o 5 17 o + o 5 27 o + o 5 27 o o o 5 27 + + o 6 26 - - o 6 26 o - o 6 26 o o o 6 17 - o o 6 17 - - o 6 17 o o o 7 20 - - o 7 20 o - o 7 20 o o o 7 23 - o o 7 23 - - o 7 23 o o o 8 22 o o o 8 22 + o o 8 22 + + o 8 19 o o o 8 19 o - o 8 19 + o o 9 16 o o o 9 16 + o o 9 16 + + o 9 25 o o o 9 25 o - o 9 25 + o o 10 24 - o o 10 24 o o o 10 24 o + o 10 15 o + o 10 15 o o o 10 15 + + o 11 18 - o o 11 18 o o o 11 18 o + o 11 21 o + o 11 21 o o o 11 21 + + o 12 25 - - - 12 25 o - - 12 25 o o - 12 24 - o o 12 24 - - o 12 24 o o o 13 21 o o o 13 21 + o o 13 21 + + o 13 26 o o o 13 26 o - o 13 26 + o o 14 23 - o o 14 23 o o o 14 23 o + o 14 22 o + o 14 22 o o o 14 22 + + o i u y 1s 1s 1s r x z 1s 1s 1s x f y 1s 1s 1s u l z 1s 1s 1s l r y 1s 1s 1s f i z 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s f x z 1s 1s 1s l u y 1s 1s 1s r l z 1s 1s 1s i f y 1s 1s 1s i u y 5s 3s 3s r x z 5s 3s 3s x f y 5s 3s 3s u l z 5s 3s 3s l r y 5s 3s 3s f i z 5s 3s 3s u i z 5s 3s 3s x r y 5s 3s 3s f x z 5s 3s 3s l u y 5s 3s 3s r l z 5s 3s 3s i f y 5s 3s 3s i u y 3s 5s 5s r x z 3s 5s 5s x f y 3s 5s 5s u l z 3s 5s 5s l r y 3s 5s 5s f i z 3s 5s 5s u i z 3s 5s 5s x r y 3s 5s 5s f x z 3s 5s 5s l u y 3s 5s 5s r l z 3s 5s 5s i f y 3s 5s 5s
2,Co Co Co Ir Ir Ir Ir Ir Ir Ir Ir Ir Rh Rh Rh 0 13 - - o 0 13 o - o 0 13 o o o 0 0 + + o 0 0 o + o 0 0 + o o 0 12 - o - 0 12 - - - 0 12 o o - 1 9 o o o 1 9 + o o 1 9 + + o 1 1 + + o 1 1 o + o 1 1 + o o 1 14 o o o 1 14 o - o 1 14 + o o 2 11 - o o 2 11 o o o 2 11 o + o 2 2 + + o 2 2 o + o 2 2 + o o 2 10 o + o 2 10 o o o 2 10 + + o 3 14 - - o 3 14 o - o 3 14 o o o 3 3 + + o 3 3 o + o 3 3 + o o 3 6 - o o 3 6 - - o 3 6 o o o 4 7 - - o 4 7 o - o 4 7 o o o 4 4 + + o 4 4 o + o 4 4 + o o 4 11 - o o 4 11 - - o 4 11 o o o 5 10 o o o 5 10 + o o 5 10 + + o 5 5 + + o 5 5 o + o 5 5 + o o 5 8 o o o 5 8 o - o 5 8 + o o 6 6 + + o 6 6 o + o 6 6 + o o 6 13 o o o 6 13 o - o 6 13 + o o 7 12 - o o 7 12 o o o 7 12 o + o 7 7 + + o 7 7 o + o 7 7 + o o 8 8 + + o 8 8 o + o 8 8 + o o 8 9 o + o 8 9 o o o 8 9 + + o 9 9 + + o 9 9 o + o 9 9 + o o 10 10 + + o 10 10 o + o 10 10 + o o 11 11 + + o 11 11 o + o 11 11 + o o 12 12 + + o 12 12 o + o 12 12 + o o 13 13 + + o 13 13 o + o 13 13 + o o 14 14 + + o 14 14 o + o 14 14 + o o i u y 1s 1s 1s r x z 1s 1s 1s x f y 1s 1s 1s u l z 1s 1s 1s l r y 1s 1s 1s f i z 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s f x z 1s 1s 1s l u y 1s 1s 1s r l z 1s 1s 1s i f y 1s 1s 1s i u y 5s 3s 3s r x z 5s 3s 3s x f y 5s 3s 3s u l z 5s 3s 3s l r y 5s 3s 3s f i z 5s 3s 3s u i z 5s 3s 3s x r y 5s 3s 3s f x z 5s 3s 3s l u y 5s 3s 3s r l z 5s 3s 3s i f y 5s 3s 3s i u y 3s 5s 5s r x z 3s 5s 5s x f y 3s 5s 5s u l z 3s 5s 5s l r y 3s 5s 5s f i z 3s 5s 5s u i z 3s 5s 5s x r y 3s 5s 5s f x z 3s 5s 5s l u y 3s 5s 5s r l z 3s 5s 5s i f y 3s 5s 5s
2,Ge Ge Ge Pd Pd Pd Pd Pd Pd Pd Pd Pd 0 7 - - - 0 7 o - - 0 7 o o - 0 0 + + o 0 0 o + o 0 0 + o o 0 6 - o o 0 6 - - o 0 6 o o o 1 3 o o o 1 3 + o o 1 3 + + o 1 1 + + o 1 1 o + o 1 1 + o o 1 8 o o o 1 8 o - o 1 8 + o o 2 5 - o o 2 5 o o o 2 5 o + o 2 2 + + o 2 2 o + o 2 2 + o o 2 4 o + o 2 4 o o o 2 4 + + o 3 11 - - o 3 11 o - o 3 11 o o o 3 3 + + o 3 3 o + o 3 3 + o o 4 4 + + o 4 4 o + o 4 4 + o o 4 10 - o o 4 10 - - o 4 10 o o o 5 9 o o o 5 9 + o o 5 9 + + o 5 5 + + o 5 5 o + o 5 5 + o o 6 6 + + o 6 6 o + o 6 6 + o o 6 11 o o o 6 11 o - o 6 11 + o o 7 10 - o o 7 10 o o o 7 10 o + o 7 7 + + o 7 7 o + o 7 7 + o o 8 8 + + o 8 8 o + o 8 8 + o o 8 9 o + o 8 9 o o o 8 9 + + o 9 9 + + o 9 9 o + o 9 9 + o o 10 10 + + o 10 10 o + o 10 10 + o o 11 11 + + o 11 11 o + o 11 11 + o o i u y 1s 1s 1s r x z 1s 1s 1s x f y 1s 1s 1s u l z 1s 1s 1s l r y 1s 1s 1s f i z 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s f x z 1s 1s 1s l u y 1s 1s 1s r l z 1s 1s 1s i f y 1s 1s 1s i u y 5s 3s 3s r x z 5s 3s 3s x f y 5s 3s 3s u l z 5s 3s 3s l r y 5s 3s 3s f i z 5s 3s 3s u i z 5s 3s 3s x r y 5s 3s 3s f x z 5s 3s 3s l u y 5s 3s 3s r l z 5s 3s 3s i f y 5s 3s 3s i u y 3s 5s 5s r x z 3s 5s 5s x f y 3s 5s 5s u l z 3s 5s 5s l r y 3s 5s 5s f i z 3s 5s 5s u i z 3s 5s 5s x r y 3s 5s 5s f x z 3s 5s 5s l u y 3s 5s 5s r l z 3s 5s 5s i f y 3s 5s 5s
2,Ta Ta Ta Zn Zn Zn Zn Zn Zn Zn Zn Zn Co Co Co Co Co Co 0 7 - - o 0 7 o o o 0 17 - - o 0 17 o - o 0 17 o o o 0 9 - - o 0 6 o o o 0 6 o - o 0 8 - o o 0 8 o o o 0 3 - o o 0 3 - - o 0 3 o o o 0 10 o - o 0 1 o o - 0 11 o o o 1 4 - - o 1 4 o - o 1 4 o o o 1 7 - - + 1 7 o o + 1 16 - o o 1 16 - - o 1 16 o o o 1 13 - o o 1 6 o o + 1 6 o - + 1 8 - o + 1 8 o o + 1 14 - - o 1 12 o o o 2 10 o - o 2 10 + o o 2 15 o o o 2 15 + o o 2 15 + + o 2 12 o o o 2 11 o o o 2 11 + o o 2 9 o o o 2 9 o - o 2 5 o o o 2 5 o - o 2 5 + o o 2 13 o o o 2 3 o o o 2 14 o o o 3 10 o - o 3 10 + o o 3 17 o o o 3 17 o - o 3 17 + o o 3 7 o o o 3 11 o o o 3 11 + o o 3 9 o o o 3 9 o - o 3 8 o o o 3 6 + o o 4 13 - o o 4 13 o + o 4 6 o o + 4 16 - o o 4 16 o o o 4 16 o + o 4 12 o + o 4 12 o o o 4 14 - o o 4 14 o o o 4 7 o o + 4 5 o o o 4 8 o + + 5 13 - o o 5 13 o + o 5 15 o + o 5 15 o o o 5 15 + + o 5 10 o o o 5 12 o + o 5 12 o o o 5 14 - o o 5 14 o o o 5 11 o o o 5 9 o o o 6 16 - o - 6 8 - o o 6 8 o + o 6 7 - o o 6 7 o o o 6 17 o o o 7 8 o + o 7 8 o o o 7 17 o o o 7 16 o o - 8 17 o - o 8 16 o o - 9 17 o o o 9 11 o o o 9 11 + + o 9 10 o o o 9 10 + o o 9 15 + + o 10 15 o + o 10 11 o + o 10 11 o o o 10 17 o o o 11 15 o o o 11 17 o o o 12 15 o o o 12 14 - - o 12 14 o o o 12 13 - o o 12 13 o o o 12 16 o o o 13 16 o o o 13 14 o o o 13 14 o - o 13 15 + o o 14 16 o o o 14 15 + + o i u y 1s 1s 1s r x z 1s 1s 1s x f y 1s 1s 1s u l z 1s 1s 1s l r y 1s 1s 1s f i z 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s f x z 1s 1s 1s l u y 1s 1s 1s r l z 1s 1s 1s i f y 1s 1s 1s i u y 5s 3s 3s r x z 5s 3s 3s x f y 5s 3s 3s u l z 5s 3s 3s l r y 5s 3s 3s f i z 5s 3s 3s u i z 5s 3s 3s x r y 5s 3s 3s f x z 5s 3s 3s l u y 5s 3s 3s r l z 5s 3s 3s i f y 5s 3s 3s i u y 3s 5s 5s r x z 3s 5s 5s x f y 3s 5s 5s u l z 3s 5s 5s l r y 3s 5s 5s f i z 3s 5s 5s u i z 3s 5s 5s x r y 3s 5s 5s f x z 3s 5s 5s l u y 3s 5s 5s r l z 3s 5s 5s i f y 3s 5s 5s
2,K K K Mn Mn Mn Se Se Se Se Se Se 0 11 - - o 0 11 o - o 0 11 o o o 0 8 - o o 0 8 - - o 0 8 o o o 1 7 o o o 1 7 + o o 1 7 + + o 1 10 o o o 1 10 o - o 1 10 + o o 2 9 - o o 2 9 o o o 2 9 o + o 2 6 o + o 2 6 o o o 2 6 + + o 3 10 - - - 3 10 o - - 3 10 o o - 3 9 - o o 3 9 - - o 3 9 o o o 4 6 o o o 4 6 + o o 4 6 + + o 4 11 o o o 4 11 o - o 4 11 + o o 5 8 - o o 5 8 o o o 5 8 o + o 5 7 o + o 5 7 o o o 5 7 + + o i u y 1s 1s 1s r x z 1s 1s 1s x f y 1s 1s 1s u l z 1s 1s 1s l r y 1s 1s 1s f i z 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s f x z 1s 1s 1s l u y 1s 1s 1s r l z 1s 1s 1s i f y 1s 1s 1s i u y 5s 3s 3s r x z 5s 3s 3s x f y 5s 3s 3s u l z 5s 3s 3s l r y 5s 3s 3s f i z 5s 3s 3s u i z 5s 3s 3s x r y 5s 3s 3s f x z 5s 3s 3s l u y 5s 3s 3s r l z 5s 3s 3s i f y 5s 3s 3s i u y 3s 5s 5s r x z 3s 5s 5s x f y 3s 5s 5s u l z 3s 5s 5s l r y 3s 5s 5s f i z 3s 5s 5s u i z 3s 5s 5s x r y 3s 5s 5s f x z 3s 5s 5s l u y 3s 5s 5s r l z 3s 5s 5s i f y 3s 5s 5s
2,Tl Tl Tl Tl Tl Tl Sn Sn Sn Sn Sn Sn Sn Sn Sn O O O O O O O O O O O O O O O O O O O O O O O O 0 21 - - o 0 30 - o o 0 32 - - o 0 23 o - o 0 28 o o o 0 25 o o o 1 27 o o o 1 18 o o o 1 20 o o o 1 29 o o o 1 16 o o o 1 31 o o o 2 15 o o o 2 24 o o o 2 26 o o o 2 17 o o o 2 22 o o o 2 19 o o o 3 29 - o - 3 36 - o o 3 31 - o - 3 26 o o o 3 37 o o - 3 24 o o o 4 26 o o o 4 37 o o - 4 22 o o o 4 27 o o - 4 36 o o o 4 31 o o - 5 24 o - o 5 27 o o - 5 37 o - - 5 22 o - o 5 29 o o - 5 36 o o o 6 17 o o o 6 38 o o o 6 19 o o o 6 32 o o o 6 33 + + o 6 30 o + o 7 32 - o o 7 33 o + o 7 28 o + o 7 15 o o o 7 38 o o o 7 19 o o o 8 30 - o o 8 15 o o o 8 33 o o o 8 28 o o o 8 17 o o o 8 38 o o o 9 23 o - o 9 34 o o o 9 25 o o o 9 20 o o o 9 35 o o o 9 18 o o o 10 20 o o o 10 35 o o o 10 16 o o o 10 21 o - o 10 34 + o o 10 25 + o o 11 18 o o o 11 21 o o o 11 35 o o o 11 16 o o o 11 23 + o o 11 34 + + o 12 22 - - o 12 29 - o - 12 31 - - - 12 24 o - o 12 27 o o - 12 26 o o o 13 28 o o o 13 17 o o o 13 19 o - o 13 30 o o o 13 15 + o o 13 32 o o o 14 16 - o o 14 23 o o o 14 25 o o o 14 18 o o o 14 21 o o o 14 20 o + o i u y 1s 1s 1s r x z 1s 1s 1s x f y 1s 1s 1s u l z 1s 1s 1s l r y 1s 1s 1s f i z 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s f x z 1s 1s 1s l u y 1s 1s 1s r l z 1s 1s 1s i f y 1s 1s 1s i u y 5s 3s 3s r x z 5s 3s 3s x f y 5s 3s 3s u l z 5s 3s 3s l r y 5s 3s 3s f i z 5s 3s 3s u i z 5s 3s 3s x r y 5s 3s 3s f x z 5s 3s 3s l u y 5s 3s 3s r l z 5s 3s 3s i f y 5s 3s 3s i u y 3s 5s 5s r x z 3s 5s 5s x f y 3s 5s 5s u l z 3s 5s 5s l r y 3s 5s 5s f i z 3s 5s 5s u i z 3s 5s 5s x r y 3s 5s 5s f x z 3s 5s 5s l u y 3s 5s 5s r l z 3s 5s 5s i f y 3s 5s 5s
