crystal_system,slices
2,Mg Mg Mg Mg Mg Mg Mg Mg Mg Mg Mg Mg Mg Mg Mg Au Au Au 0 16 - o - 0 12 - o o 0 2 - o o 0 2 - + o 0 2 o + o 0 1 - o o 0 1 o o o 0 1 o + o 0 10 o + - 0 9 o + o 0 13 o o - 0 17 o o o 1 10 o o - 1 9 o o o 1 2 - o o 1 2 o + o 1 2 o o o 1 13 o o - 1 17 o o o 1 16 o o - 1 12 o o o 2 13 o - - 2 17 o - o 2 16 o o - 2 12 o o o 2 10 + o - 2 9 + o o 3 17 o o o 3 14 o o o 3 5 o o o 3 5 o + o 3 5 + + o 3 4 o o o 3 4 + o o 3 4 + + o 3 12 o + o 3 11 o + o 3 9 + + o 3 15 + + o 4 12 - o o 4 11 - o o 4 5 - o o 4 5 o + o 4 5 o o o 4 9 o + o 4 15 o + o 4 17 o o o 4 14 o o o 5 9 o o o 5 15 o o o 5 17 o o o 5 14 o o o 5 12 o o o 5 11 o o o 6 15 o o o 6 10 o o o 6 7 - o o 6 7 o o o 6 7 o + o 6 8 - - o 6 8 - o o 6 8 o o o 6 14 o o o 6 13 o o o 6 11 o o o 6 16 o o o 7 13 o - o 7 14 o - o 7 8 - - o 7 8 o o o 7 8 o - o 7 11 o o o 7 16 o o o 7 15 + o o 7 10 + o o 8 11 o o o 8 16 o o o 8 15 + + o 8 10 + + o 8 14 + o o 8 13 + o o 9 17 - - o 9 17 o - o 9 17 o o o 9 12 - o o 9 12 - - o 9 12 o o o 10 13 - - o 10 13 o - o 10 13 o o o 10 16 - o o 10 16 - - o 10 16 o o o 11 15 o o o 11 15 + o o 11 15 + + o 11 14 o o o 11 14 o - o 11 14 + o o 12 17 o o o 12 17 o - o 12 17 + o o 13 16 - o o 13 16 o o o 13 16 o + o 14 15 o + o 14 15 o o o 14 15 + + o i u y 1s 1s 1s x f y 1s 1s 1s l r y 1s 1s 1s u i z 1s 1s 1s f x z 1s 1s 1s r l z 1s 1s 1s i u y 5s 3s 3s x f y 5s 3s 3s l r y 5s 3s 3s u i z 5s 3s 3s f x z 5s 3s 3s r l z 5s 3s 3s i u y 3s 5s 5s x f y 3s 5s 5s l r y 3s 5s 5s u i z 3s 5s 5s f x z 3s 5s 5s r l z 3s 5s 5s
2,Na Na La P P 0 1 - - - 0 1 o - - 0 1 o o - 0 3 - - o 0 3 o - o 0 3 o o o 0 4 - o - 0 4 - - - 0 4 o o - 0 2 - o o 0 2 - - o 0 2 o o o 1 2 - o o 1 2 o o o 1 2 o + o 1 4 - o o 1 4 o o o 1 4 o + o 1 3 o o o 2 3 o o o 2 3 o - o 2 3 + o o 2 4 o o o i u y 1s 1s 1s x f y 1s 1s 1s l r y 1s 1s 1s x r y 1s 1s 1s l u y 1s 1s 1s i f y 1s 1s 1s
2,Rb Nb Nb Nb Nb Nb Nb Te Te Te Te Te Te Te Te 0 9 - - o 0 7 o o o 0 12 - o o 0 11 o - o 0 8 - - o 0 0 o o + 0 10 o o o 1 2 - o - 1 2 - o o 1 8 - o - 1 8 - o o 1 7 o o o 1 11 o o o 1 13 o o - 1 13 o o o 2 14 o o o 2 14 o o + 2 12 o o o 2 8 o o o 2 7 + o o 2 7 + o + 3 7 o o o 3 13 o o - 3 13 o o o 3 10 o o - 3 10 o o o 3 9 o o o 3 4 o o - 3 4 o o o 4 10 o o o 4 9 o o o 4 9 o o + 4 14 o o o 5 9 o o o 5 9 o o + 5 6 o o o 5 6 o o + 5 12 o o o 5 8 o o + 6 11 o + o 6 11 o + + 6 13 o + o 6 12 o o o 7 11 o o o 7 11 o o - 7 14 o + o 7 14 o o o 7 8 o o o 7 8 o + o i u y 1s 1s 1s r x z 1s 1s 1s x f y 1s 1s 1s u l z 1s 1s 1s l r y 1s 1s 1s f i z 1s 1s 1s
2,Zn Zn Zn Te Te Te 0 4 - o o 0 4 o o o 0 4 o + o 0 3 o + + 1 5 o o o 1 5 + o o 1 5 + + o 1 3 o o o 2 3 - - o 2 3 o - o 2 3 o o o 2 4 - o o i u y 1s 1s 1s x f y 1s 1s 1s l r y 1s 1s 1s x r y 1s 1s 1s l u y 1s 1s 1s i f y 1s 1s 1s
2,Zn Zn Zn Fe Fe Fe N N N N N N 0 7 - o o 0 7 - - o 0 7 o o o 0 9 o o o 1 8 o o o 1 8 o - o 1 8 + o o 1 6 o o o 2 6 o + o 2 6 o o o 2 6 + + o 2 10 o o o 3 10 - o + 3 10 - - + 3 10 o o + 3 6 o o o 4 11 o o o 4 11 o - o 4 11 + o o 4 7 o o o 5 9 o + o 5 9 o o o 5 9 + + o 5 8 o o o i u y 1s 1s 1s x f y 1s 1s 1s l r y 1s 1s 1s x r y 1s 1s 1s l u y 1s 1s 1s i f y 1s 1s 1s i u y 5s 3s 3s x f y 5s 3s 3s l r y 5s 3s 3s x r y 5s 3s 3s l u y 5s 3s 3s i f y 5s 3s 3s i u y 3s 5s 5s x f y 3s 5s 5s l r y 3s 5s 5s x r y 3s 5s 5s l u y 3s 5s 5s i f y 3s 5s 5s
2,Ca Be Be Be Be Be Be Be Be Be Cu Cu Cu Cu Cu Cu Cu Cu 0 10 - - - 0 10 o - - 0 10 o o - 0 12 - - - 0 8 - - o 0 8 - o o 0 8 o o o 0 9 o - - 0 9 o - - 0 11 o o o 0 3 - o o 0 3 - - o 0 3 o o o 0 13 o - o 0 1 o o - 0 14 o o o 1 4 - - o 1 4 o - o 1 4 o o o 1 10 - - + 1 10 o o + 1 16 - o o 1 7 - o o 1 7 - - o 1 7 o o o 1 9 o o + 1 9 o - + 1 11 - o + 2 13 o o o 2 13 + o o 2 13 + + o 2 15 o o o 2 6 o o o 2 6 + o o 2 6 + + o 2 14 o o o 2 14 o - o 2 3 o o o 2 3 + o o 2 12 o o o 2 12 o o o 2 5 o o o 2 5 o - o 2 5 + o o 3 6 o o o 3 6 + o o 3 11 o o o 3 17 o o o 3 17 + + o 3 17 o o o 3 7 o o o 3 8 o - o 3 8 + o o 3 15 o o o 4 11 o o o 4 11 + o o 4 8 o o o 4 16 o + o 4 13 o + o 4 14 o o o 4 14 o + o 4 6 o + + 4 6 o o o 4 5 o o o 5 13 o o - 5 13 o o o 5 10 o o o 5 16 o + o 5 9 o + o 5 7 o o o 5 7 o + o 5 12 o o o 6 15 - - o 6 17 o - o 6 17 o o o 6 14 o o o 6 10 o o o 6 16 o o o 7 8 - o o 7 8 o o o 7 12 o o o 7 16 o o o 7 14 o - o 7 12 + o o 8 11 o o o 8 16 o o o 8 15 o o o 9 12 o o o 9 11 + o o 9 11 + + o 9 10 o o o 9 10 + o o 10 12 o o o 10 15 o o + 10 13 o - o 11 13 o o + 11 14 o o + 11 14 - o + 11 15 o o o 12 15 o o o 12 16 o - o 12 17 o o o 13 15 o o o 13 15 + o o 13 15 + o o 14 16 - - o 14 16 o - o 14 16 o o o i u y 1s 1s 1s x f y 1s 1s 1s l r y 1s 1s 1s u i z 1s 1s 1s f x z 1s 1s 1s r l z 1s 1s 1s i u y 5s 3s 3s x f y 5s 3s 3s l r y 5s 3s 3s u i z 5s 3s 3s f x z 5s 3s 3s r l z 5s 3s 3s i u y 3s 5s 5s x f y 3s 5s 5s l r y 3s 5s 5s u i z 3s 5s 5s f x z 3s 5s 5s r l z 3s 5s 5s
2,Li Mn Mn Fe Fe Fe O O O O O O 0 10 - - - 0 10 o - - 0 10 o o - 0 9 - o o 0 9 - - o 0 9 o o o 1 6 o o o 1 6 + o o 1 6 + + o 1 11 o o o 1 11 o - o 1 11 + o o 2 8 - o o 2 8 o o o 2 8 o + o 2 7 o + o 2 7 o o o 2 7 + + o 3 11 - - o 3 11 o - o 3 11 o o o 3 8 - o o 3 8 - - o 3 8 o o o 4 7 o o o 4 7 + o o 4 7 + + o 4 10 o o o 4 10 o - o 4 10 + o o 5 9 - o o 5 9 o o o 5 9 o + o 5 6 o + o 5 6 o o o 5 6 + + o i u y 1s 1s 1s r x z 1s 1s 1s x f y 1s 1s 1s u l z 1s 1s 1s l r y 1s 1s 1s f i z 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s f x z 1s 1s 1s l u y 1s 1s 1s r l z 1s 1s 1s i f y 1s 1s 1s
2,Zn Zn Zn Sn Sn Sn Sn Sn Sn Sn Sn Sn Pd Pd Pd Pd Pd Pd 0 14 - - o 0 14 o - o 0 14 o o o 0 8 - - o 0 8 o - o 0 8 o o o 0 16 - o o 0 16 - - o 0 16 o o o 0 9 o o o 1 12 o o o 1 12 + o o 1 12 + + o 1 6 o o o 1 6 + o o 1 6 + + o 1 17 o o o 1 17 o - o 1 17 + o o 1 10 o o o 2 13 - o o 2 13 o o o 2 13 o + o 2 7 - o o 2 7 o o o 2 7 o + o 2 15 o + o 2 15 o o o 2 15 + + o 2 11 o o o 3 17 - - o 3 17 o - o 3 17 o o o 3 11 - - o 3 11 o - o 3 11 o o o 3 8 - o o 3 8 - - o 3 8 o o o 4 15 o o o 4 15 + o o 4 15 + + o 4 10 o o o 4 10 o - o 4 10 + o o 4 14 o o o 4 14 o + o 4 14 + + o 5 16 - o o 5 16 o o o 5 16 o + o 5 9 o + o 5 9 + + o 5 9 + o o 5 17 o o o 5 17 o + o 5 6 o + o 6 17 - - o 6 17 o - o 6 17 o o o 6 12 - o o 6 15 - - o 6 15 o o o 6 9 o o o 7 15 o o o 7 15 + o o 7 14 + + o 7 16 o o - 7 16 - o o 7 11 o o o 7 11 o - o 7 11 + o o 7 13 o + o 7 13 + o o 8 16 - o o 8 16 o o o 8 16 o o o 8 16 o + o 9 10 - o o 9 10 - - o 9 10 o o o 9 13 o o o 9 15 o o o 9 15 + + o 10 12 - o o 10 12 o o o 10 12 + + o 11 13 o + o 11 13 o o o 11 13 o + o 11 14 + + o 11 14 - o o 11 14 o o o i u y 1s 1s 1s x f y 1s 1s 1s l r y 1s 1s 1s x r y 1s 1s 1s l u y 1s 1s 1s i f y 1s 1s 1s i u y 5s 3s 3s x f y 5s 3s 3s l r y 5s 3s 3s x r y 5s 3s 3s l u y 5s 3s 3s i f y 5s 3s 3s i u y 3s 5s 5s x f y 3s 5s 5s l r y 3s 5s 5s x r y 3s 5s 5s l u y 3s 5s 5s i f y 3s 5s 5s
2,Tl Fe Fe S S S 0 2 - - o 0 2 o - o 0 2 o o o 0 3 - o o 0 3 - - o 0 3 o o o 1 2 - - o 1 2 o - o 1 2 o o o 1 4 - - o 1 4 - o o 1 4 o o o 2 3 o o o 2 3 + o o i u y 1s 1s 1s r x z 1s 1s 1s x f y 1s 1s 1s u l z 1s 1s 1s l r y 1s 1s 1s f i z 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s f x z 1s 1s 1s l u y 1s 1s 1s r l z 1s 1s 1s i f y 1s 1s 1s
2,Ca Zn Zn P P 0 1 - - - 0 1 o - - 0 1 o o - 0 3 - - o 0 3 o - o 0 3 o o o 0 4 - o - 0 4 - - - 0 4 o o - 0 2 - o o 0 2 - - o 0 2 o o o 1 4 - o o 1 4 o o o 1 4 o + o 1 3 o o o 2 3 o o o 2 3 o - o 2 3 + o o 2 4 o o o i u y 1s 1s 1s r x z 1s 1s 1s x f y 1s 1s 1s u l z 1s 1s 1s l r y 1s 1s 1s f i z 1s 1s 1s u i z 1s 1s 1s x r y 1s 1s 1s f x z 1s 1s 1s l u y 1s 1s 1s r l z 1s 1s 1s i f y 1s 1s 1s
