crystal_system,slices
4,Fe Fe Fe Fe Sb Sb Sb Sb S S S S S S S S Cl Cl Cl Cl 0 9 - o o 0 9 - + o 0 15 - o o 0 16 o o o 0 16 o + o 0 12 o o o 1 17 o - o 1 17 o o o 1 13 o o o 1 8 + - o 1 8 + o o 1 14 + o o 2 18 o - o 2 18 o o o 2 14 o o - 2 11 o - - 2 11 o o - 2 13 o o o 3 10 o o + 3 10 o + + 3 12 o o o 3 19 o o o 3 19 o + o 3 15 o o + 4 8 o - - 4 8 o o - 4 9 - o o 4 12 o - - 4 12 o o - 4 18 o - o 4 18 o o o 4 10 o o o 5 13 o o o 5 13 o + + 5 19 o o o 5 19 o + o 5 11 o o o 5 9 o o + 5 9 o + + 5 8 + o o 6 14 o o o 6 14 o + o 6 16 o o o 6 16 o + o 6 10 o o o 6 10 o + o 6 11 o o o 6 7 o o o 7 11 o - o 7 11 o o o 7 10 o o o 7 17 o - o 7 17 o o o 7 15 o - o 7 15 o o o 7 9 o o o i u y 1s 1s 1s r x z 1s 1s 1s r x y 2s 1s 2s i u z 2s 1s 2s i x z 2s 2s 2s r u y 2s 2s 2s r u z 1s 2s 1s i x y 1s 2s 1s
4,Cs Cs Cs Cs Li Li Li Li Li Li Li Li + La La La O O O O O O O O 0 5 - o o 0 5 - + o 0 12 o o o 0 13 - o o 0 13 - + o 0 20 o o o 0 8 o o o 0 8 o + o 0 6 o o o 0 6 o + o 0 16 o o o 0 18 o o o 1 9 o - o 1 9 o o o 1 21 o o o 1 7 o - o 1 7 o o o 1 12 + - o 1 12 + o o 1 13 o o o 1 13 o o o 1 4 + - o 1 4 + o o 1 17 o o o 2 22 o o - 2 10 o - - 2 10 o o - 2 16 o o o 2 7 o - - 2 7 o o - 2 14 o o o 2 15 o - o 2 15 o o o 2 19 o o - 2 3 o - - 2 3 o o - 2 21 o o o 2 14 o o - 3 20 o o o 3 20 o o + 3 14 o o o 3 14 o + o 3 15 o o o 3 11 o o + 3 11 o + + 3 15 o o o 3 6 o o + 3 23 o o + 3 23 o + + 3 17 o o o 4 16 o o + 4 19 o o o 4 23 - o + 4 23 o o o 4 8 o o + 5 22 o o - 5 9 o o - 5 17 o o - 5 18 o o o 5 22 + o - 6 10 o o o 6 21 o o o 6 18 o o o 6 14 o o o 6 21 o o o 7 20 o o o 7 19 o o o 7 19 o o o 7 11 o o o 7 11 o o o 8 18 o o o 8 20 o o o 8 23 o o o 8 14 o + o 9 15 o - o 9 15 o o o 9 21 o o o 9 19 o o o 10 12 o - o 10 12 o o o 10 16 o o o 10 22 o o - 11 23 o o + 11 17 o o o 11 13 o o o 11 13 o + o i u y 1s 1s 1s r x z 1s 1s 1s r x y 2s 1s 2s i u z 2s 1s 2s i x z 2s 2s 2s r u y 2s 2s 2s r u z 1s 2s 1s i x y 1s 2s 1s
4,Ca Ca Ca Ca Cr Cr Cr Cr O O O O O O O O O O O O 0 14 - o o 0 17 - o - 0 9 - o o 0 15 o - - 0 13 o o o 0 18 o o - 0 8 o o - 0 10 o o o 1 11 o o o 1 9 o o + 1 12 o o o 1 14 o + + 1 19 o o + 1 8 + o o 1 15 + o o 1 16 + o + 2 10 o o o 2 8 o o o 2 13 o + o 2 16 o o o 2 15 o o o 2 11 o o o 2 19 o o o 2 12 o o o 3 13 o o o 3 10 o o o 3 18 o o o 3 14 o o o 3 12 o - o 3 9 o o o 3 17 o o o 3 11 o o o 4 12 - - o 4 14 - o o 4 17 - o o 4 16 o - o 4 15 o - o 4 13 o o o 5 15 o - - 5 18 o o - 5 13 o o o 5 12 o - - 5 19 o - o 5 14 o o o 6 18 o o - 6 10 o o o 6 8 o o - 6 9 o o o 6 11 o o - 6 19 o o o 7 9 - o o 7 17 - o o 7 11 - o o 7 10 o o o 7 16 o o o 7 8 o o o i u y 1s 1s 1s r x z 1s 1s 1s r x y 2s 1s 2s i u z 2s 1s 2s i x z 2s 2s 2s r u y 2s 2s 2s r u z 1s 2s 1s i x y 1s 2s 1s
4,Mn Mn Mn Mn Bi Bi Bi Bi Bi Bi Bi Bi O O O O O O O O O O O O O O O O O O O O F F F F 0 19 o - o 0 20 o o o 0 33 - o o 0 18 - o o 0 21 - o o 0 35 o - o 0 27 o o o 0 30 o o o 1 34 o o o 1 26 o o o 1 31 o o o 1 20 + o o 1 19 + o o 1 32 + o o 1 21 o o o 1 18 o + o 2 25 o o - 2 35 o o - 2 29 - o o 2 33 o o o 2 28 o o - 2 22 o o - 2 23 o o o 2 17 o + o 3 16 o - o 3 22 o o o 3 34 o o + 3 29 o o + 3 23 o o + 3 28 + o o 3 4 o o o 3 24 o o + 4 21 - o o 4 24 - o o 4 16 o o - 4 30 o o o 5 31 o o o 5 17 o o + 5 25 + o o 5 20 + o o 6 28 o o o 6 18 o o o 6 23 o o o 6 26 o o o 7 27 o o o 7 22 o o o 7 19 o o o 7 29 o o o 8 20 o o o 8 17 o o o 8 34 o o o 8 35 o o o 9 34 o o o 9 16 o o o 9 21 o o o 9 35 o o o 10 33 o o o 10 19 o o o 10 32 + o o 10 22 o o o 11 23 o o o 11 25 - o o 11 18 - o o 11 32 o o o 12 26 - o o 12 29 - o o 13 28 + o o 13 27 + o o 14 31 o o o 14 28 o o o 15 29 o o o 15 30 o o o 16 17 - o o 17 16 + o o 18 19 o o o 19 18 o o o 20 27 o o o 21 26 o o o 22 25 o o o 23 24 o o o 24 25 - o o 24 29 - o o 24 29 - o + 26 27 o o - 28 34 o o o 29 35 o o o 30 32 o o o 31 33 o o o i u y 1s 1s 1s r x z 1s 1s 1s r x y 2s 1s 2s i u z 2s 1s 2s i x z 2s 2s 2s r u y 2s 2s 2s r u z 1s 2s 1s i x y 1s 2s 1s
4,Mn Mn Mn Mn Te Te Te Te O O O O O O O O O O O O 0 15 o - o 0 16 o o o 0 8 o o + 0 13 o o o 1 12 o o o 1 9 o o - 1 14 o + o 1 17 o o o 2 15 o o o 2 10 o o o 2 18 o o o 2 13 o + o 3 12 o - o 3 11 o o o 3 19 o o o 3 14 o o o 4 8 o o o 4 15 o o o 4 16 o o o 5 17 o o o 5 14 o o o 5 9 o o o 6 18 o o - 6 13 o o - 6 10 o o o 7 11 o o o 7 12 o o + 7 19 o o + i u y 1s 1s 1s r x z 1s 1s 1s r x y 2s 1s 2s i u z 2s 1s 2s i x z 2s 2s 2s r u y 2s 2s 2s r u z 1s 2s 1s i x y 1s 2s 1s
4,Ca Ca Ca Ca Mn Mn Mn Mn N N N N 0 9 - o o 0 9 - + o 0 8 o o o 0 4 o o o 0 5 - o o 0 8 o + o 0 10 o o o 0 10 o + o 0 6 o o o 1 11 o - o 1 11 o o o 1 9 o - o 1 9 o o o 1 5 o o o 1 8 + - o 1 8 + o o 1 4 + o o 1 10 + o o 2 7 o - o 2 7 o o o 2 10 o - + 2 10 o o + 2 8 o o o 2 6 o o + 2 11 o - o 2 11 o o o 2 6 o o + 3 10 o o o 3 10 o + o 3 6 o o o 3 6 o + o 3 7 o o - 3 7 o + - 3 11 o o - 3 9 o o o 3 5 o o o 4 5 - - o 4 5 - o o 4 8 o o - 4 10 o o o 5 11 o o o 5 9 o o + 6 8 o o o 6 10 o o o 6 7 o o o 6 7 o + o 7 11 o o o 7 9 o o o i u y 1s 1s 1s r x z 1s 1s 1s r x y 2s 1s 2s i u z 2s 1s 2s i x z 2s 2s 2s r u y 2s 2s 2s r u z 1s 2s 1s i x y 1s 2s 1s
4,Mn Mn Mn Mn Zn Zn Zn Zn O O O O O O O O O O O O 0 14 - o o 0 9 - o o 0 17 - o o 0 13 o o o 0 10 o o o 0 18 o o o 1 11 o o o 1 19 o o o 1 12 o o o 1 8 + o o 1 16 + o o 1 15 + o o 2 8 o o o 2 15 o o o 2 16 o o + 2 11 o o o 2 12 o o o 2 19 o o + 3 13 o o o 3 18 o o - 3 10 o o o 3 14 o o o 3 17 o o - 3 9 o o o 4 12 - - - 4 14 - o o 4 15 o - - 4 13 o o o 5 15 o - o 5 13 o o o 5 12 o - o 5 14 o o o 6 10 o o o 6 8 o o o 6 9 o o o 6 11 o o o 7 9 - o o 7 11 - o - 7 10 o o o 7 8 o o - i u y 1s 1s 1s r x z 1s 1s 1s r x y 2s 1s 2s i u z 2s 1s 2s i x z 2s 2s 2s r u y 2s 2s 2s r u z 1s 2s 1s i x y 1s 2s 1s
4,Ba Ba Ba Ba Ge Ge Ge Ge Ge Ge Ge Ge Pd Pd Pd Pd Pd Pd Pd Pd Pd Pd Pd Pd 0 13 - o o 0 5 - o o 0 12 o - + 0 12 o o + 0 18 - o o 0 20 o - o 0 20 o o o 0 8 o o o 0 4 o - o 0 4 o o o 0 10 o o + 0 23 o - o 0 14 o o o 0 7 o o o 0 21 o o + 0 16 o o o 1 15 o o o 1 15 o + o 1 22 o o o 1 5 o o o 1 5 o + o 1 21 o o o 1 19 + o o 1 9 o o o 1 9 o + o 1 6 o o o 1 11 o o - 1 13 o + - 1 12 + o o 1 4 + o o 2 22 o o o 2 22 o + o 2 8 o o - 2 6 o o o 2 14 o o - 2 14 o + - 2 23 o o o 2 4 o o o 2 4 o + o 2 10 o o o 2 15 o o o 2 15 o + o 2 16 o o o 2 18 o o o 3 14 o - o 3 14 o o o 3 19 o o o 3 6 o o o 3 11 o o o 3 7 o o o 3 15 o - + 3 15 o o + 3 23 o - o 3 23 o o o 3 5 o o o 3 9 o o + 4 16 o - o 4 16 o o o 4 20 o - - 4 20 o o - 4 15 o o o 4 12 o o o 5 21 o o + 5 21 o + + 5 17 o o o 5 17 o + o 5 13 o o o 5 14 o o o 6 22 o o o 6 22 o + o 6 14 o o o 6 18 o + o 6 18 o o o 6 13 o o o 7 19 o - o 7 19 o o o 7 23 o - o 7 23 o o o 7 12 o o o 7 15 o o o 8 16 o o o 8 14 o o o 8 14 o + o 9 15 o - o 9 15 o o o 9 17 o o o 10 12 o - + 10 12 o o + 10 18 o o o 11 19 o o o 11 13 o o - 11 13 o + - 12 13 - o - 12 13 - + - 12 21 - o o 12 16 o o o 12 22 o + o 12 20 o o - 13 23 o - o 13 23 o o o 13 17 o o o 13 20 + o o 14 20 o - o 14 20 o o o 14 22 o o o 14 15 o - o 14 15 o o o 14 23 o - o 14 14 o o o 15 15 o o o 15 22 o + o 15 21 o o o 16 17 - o o 16 17 - + o 16 19 o o o 16 19 o o o 16 22 o o o 17 23 o o o 17 18 o o o 17 18 o o o 17 18 o o o 18 20 o o o 18 19 o - o 18 19 o o o 18 21 o o + 19 20 o o - 19 20 o + o 19 21 o o o i u y 1s 1s 1s r x z 1s 1s 1s r x y 2s 1s 2s i u z 2s 1s 2s i x z 2s 2s 2s r u y 2s 2s 2s r u z 1s 2s 1s i x y 1s 2s 1s
4,Ga Ga Ga Ga Sb Sb Sb Sb Te Te Te Te Te Te Te Te Te Te Te Te Te Te Te Te Te Te Te Te N N N N N N N N 0 32 o o o 0 4 o o o 0 16 o o o 0 17 - o o 0 18 o o o 0 21 o o o 0 23 o o o 0 14 o o o 1 15 o o o 1 35 + o o 1 20 o o o 1 8 + o o 1 17 o o o 1 18 o o o 1 16 + o o 1 19 o o o 2 12 o o - 2 32 o o o 2 21 o o o 2 5 - o o 2 34 o o - 2 19 o o - 2 15 o o o 2 13 o o o 3 34 o o o 3 10 o o o 3 35 o o + 3 20 o o o 3 6 o o o 3 4 + o o 3 25 o o + 3 14 o o + 4 34 o o o 5 35 o o o 6 32 o o + 7 33 o o - 8 30 o o o 8 33 o + o 9 31 o o o 9 32 o - o 10 28 o o o 10 35 o - o 11 29 o o o 11 34 o + o 12 30 o o o 13 31 o o o 14 28 + o o 15 29 - o o 16 35 - o o 17 34 + o o 18 33 o o o 19 32 o o o 20 35 - o o 21 34 + o o 22 33 o o o 23 32 o o o 24 32 o o + 25 33 o o - 26 34 o o o 27 35 o o o i u y 1s 1s 1s r x z 1s 1s 1s r x y 2s 1s 2s i u z 2s 1s 2s i x z 2s 2s 2s r u y 2s 2s 2s r u z 1s 2s 1s i x y 1s 2s 1s
4,Cu Cu Cu Cu B B B B Br Br Br Br 0 4 o o o 0 9 - + o 0 8 o o o 0 10 o o o 1 11 o o o 1 8 + - o 1 8 + o o 1 9 o o o 2 8 o - o 2 8 o o o 2 11 o o o 2 11 o - o 3 10 o + o 3 6 o o o 3 9 o o o 3 9 o + o 4 5 - o o 4 5 - + o 4 9 - o o 4 9 - + o 4 7 - o o 4 7 o o o 4 10 o o o 4 10 o + o 4 8 o o - 5 11 o - o 5 11 o o o 5 6 o o o 5 6 + o o 5 9 o o + 5 8 + - o 5 8 + o o 6 8 o - o 6 8 o o o 6 10 o o o 6 7 o - o 6 7 o o o 6 11 o - o 6 11 o o o 7 10 o o o 7 10 o + o 7 9 o o o 7 9 o + o 7 11 o o o i u y 1s 1s 1s r x z 1s 1s 1s r x y 2s 1s 2s i u z 2s 1s 2s i x z 2s 2s 2s r u y 2s 2s 2s r u z 1s 2s 1s i x y 1s 2s 1s
